population,id,dos,p,q
4,122,1,60,37
4,122,5,67,37
4,122,10,72,37
4,195,0,62,-158
4,195,1,60,-158
4,195,5,67,-158
4,195,10,72,-158
4,179,0,62,39
4,179,1,60,39
4,179,5,67,39
4,179,10,72,37
4,113,0,62,39
4,113,1,60,39
4,113,5,67,39
4,113,10,72,37
4,132,0,62,39
4,132,1,60,39
4,132,5,67,39
4,132,10,72,37
4,76,0,52,-116
4,76,1,50,-140
4,76,5,57,-163
4,76,10,62,-163
4,64,0,52,40
4,64,1,50,40
4,64,5,57,40
4,64,10,62,40
4,62,0,52,38
4,62,1,50,38
4,62,5,57,36
4,62,10,62,36
4,66,0,52,-120
4,66,1,50,-120
4,66,5,57,-120
4,66,10,62,-120
4,86,0,52,-142
4,86,1,50,-142
4,86,5,57,-142
4,86,10,62,-106
4,156,0,62,36
4,156,1,60,36
4,156,5,67,34
4,156,10,72,34
4,143,0,62,30
4,143,1,60,30
4,143,5,67,30
4,143,10,72,30
4,73,0,52,-107
4,73,1,50,-130
4,73,5,57,-149
4,73,10,62,-149
4,108,0,62,39
4,108,1,60,39
4,108,5,67,32
4,108,10,72,32
4,198,0,62,-145
4,198,1,60,-145
4,198,5,67,-145
4,198,10,72,-101
4,193,0,62,-155
4,193,1,60,-155
4,193,5,67,-155
4,193,10,72,-155
4,100,0,52,-118
4,100,1,50,-118
4,100,5,57,-102
4,100,10,62,-133
4,180,0,62,39
4,180,1,60,39
4,180,5,67,36
4,180,10,72,36
4,8,0,52,36
4,8,1,50,38
4,8,5,57,36
4,8,10,62,36
4,187,0,62,42
4,187,1,60,44
4,187,5,67,42
4,187,10,72,42
4,40,0,52,41
4,40,1,50,41
4,40,5,57,41
4,40,10,62,38
4,121,0,62,40
4,121,1,60,40
4,121,5,67,34
4,121,10,72,34
4,183,0,62,39
4,183,1,60,39
4,183,5,67,36
4,183,10,72,36
4,21,0,52,39
4,21,1,50,39
4,21,5,57,39
4,21,10,62,39
4,150,0,62,39
4,150,1,60,39
4,150,5,67,35
4,150,10,72,35
4,116,0,62,41
4,116,1,60,41
4,116,5,67,41
4,116,10,72,41
4,149,0,62,40
4,149,1,60,40
4,149,5,67,40
4,149,10,72,40
4,17,0,52,42
4,17,1,50,42
4,17,5,57,42
4,17,10,62,42
4,94,0,52,-122
4,94,1,50,-122
4,94,5,57,-122
4,94,10,62,-138
4,65,0,52,38
4,65,1,50,38
4,65,5,57,38
4,65,10,62,38
4,131,0,62,38
4,131,1,60,38
4,131,5,67,38
4,131,10,72,36
4,146,0,62,36
4,146,1,60,36
4,146,5,67,36
4,146,10,72,36
4,3,0,52,38
4,3,1,50,40
4,3,5,57,38
4,3,10,62,38
4,120,0,62,34
4,120,1,60,34
4,120,5,67,34
4,120,10,72,34
4,52,0,52,39
4,52,1,50,39
4,52,5,57,39
4,52,10,62,39
4,137,0,62,37
4,137,1,60,37
4,137,5,67,37
4,137,10,72,36
4,135,0,62,35
4,135,1,60,35
4,135,5,67,35
4,135,10,72,35
4,29,0,52,42
4,29,1,50,42
4,29,5,57,39
4,29,10,62,39
4,162,0,62,37
4,162,1,60,37
4,162,5,67,35
4,162,10,72,35
4,6,0,52,40
4,6,1,50,40
4,6,5,57,38
4,6,10,62,38
4,90,0,52,-107
4,90,1,50,-125
4,90,5,57,-140
4,90,10,62,-140
4,87,0,52,-109
4,87,1,50,-109
4,87,5,57,-114
4,87,10,62,-114
4,28,0,52,39
4,28,1,50,39
4,28,5,57,39
4,28,10,62,38
4,107,0,62,39
4,107,1,60,39
4,107,5,67,39
4,107,10,72,39
4,1,0,52,37
4,1,1,50,37
4,1,5,57,35
4,1,10,62,35
4,118,0,62,41
4,118,1,60,41
4,118,5,67,41
4,118,10,72,37
4,34,0,52,43
4,34,1,50,43
4,34,5,57,43
4,34,10,62,40
4,125,0,62,37
4,125,1,60,37
4,125,5,67,37
4,125,10,72,35
4,133,0,62,37
4,133,1,60,37
4,133,5,67,36
4,133,10,72,36
4,124,0,62,36
4,124,1,60,39
4,124,5,67,36
4,124,10,72,36
4,110,0,62,44
4,110,1,60,44
4,110,5,67,44
4,110,10,72,42
4,101,0,62,35
4,101,1,60,35
4,101,5,67,35
4,101,10,72,35
4,170,0,62,37
4,170,1,60,37
4,170,5,67,37
4,170,10,72,35
4,151,0,62,37
4,151,1,60,37
4,151,5,67,37
4,151,10,72,37
4,112,0,62,35
4,112,1,60,35
4,112,5,67,35
4,112,10,72,34
4,148,0,62,38
4,148,1,60,38
4,148,5,67,34
4,148,10,72,34
4,166,0,62,41
4,166,1,60,41
4,166,5,67,41
4,166,10,72,41
4,50,0,52,40
4,50,1,50,40
4,50,5,57,40
4,50,10,62,37
4,11,0,52,39
4,11,1,50,39
4,11,5,57,37
4,11,10,62,37
4,129,0,62,42
4,129,1,60,42
4,129,5,67,42
4,129,10,72,42
4,173,0,62,37
4,173,1,60,37
4,173,5,67,37
4,173,10,72,37
4,79,0,52,-240
4,79,1,50,-240
4,79,5,57,-240
4,79,10,62,-240
4,16,0,52,40
4,16,1,50,40
4,16,5,57,37
4,16,10,62,37
4,144,0,62,39
4,144,1,60,39
4,144,5,67,39
4,144,10,72,39
4,59,0,52,40
4,59,1,50,40
4,59,5,57,40
4,59,10,62,40
4,77,0,52,-118
4,77,1,50,-118
4,77,5,57,-132
4,77,10,62,-132
4,78,0,52,-130
4,78,1,50,-130
4,78,5,57,-130
4,78,10,62,-116
4,171,0,62,40
4,171,1,60,40
4,171,5,67,40
4,171,10,72,32
4,35,0,52,40
4,35,1,50,40
4,35,5,57,40
4,35,10,62,40
4,199,0,62,-161
4,199,1,60,-161
4,199,5,67,-161
4,199,10,72,-161
4,53,0,52,37
4,53,1,50,37
4,53,5,57,34
4,53,10,62,34
4,74,0,52,-117
4,74,1,50,-117
4,74,5,57,-117
4,74,10,62,-138
4,182,0,62,39
4,182,1,60,39
4,182,5,67,39
4,182,10,72,38
4,160,0,62,36
4,160,1,60,36
4,160,5,67,35
4,160,10,72,35
4,69,0,52,-108
4,69,1,50,-101
4,69,5,57,-108
4,69,10,62,-105
4,192,0,62,-139
4,192,1,60,-139
4,192,5,67,-139
4,192,10,72,-139
4,153,0,62,43
4,153,1,60,43
4,153,5,67,43
4,153,10,72,43
4,91,0,52,-150
4,91,1,50,-150
4,91,5,57,-150
4,91,10,62,-150
4,127,0,62,39
4,127,1,60,39
4,127,5,67,39
4,127,10,72,39
4,186,0,62,38
4,186,1,60,41
4,186,5,67,38
4,186,10,72,38
4,103,0,62,42
4,103,1,60,42
4,103,5,67,42
4,103,10,72,42
4,7,0,52,39
4,7,1,50,39
4,7,5,57,39
4,7,10,62,39
4,189,0,62,38
4,189,1,60,38
4,189,5,67,36
4,189,10,72,36
4,70,0,52,-109
4,70,1,50,-109
4,70,5,57,-109
4,70,10,62,-109
4,185,0,62,36
4,185,1,60,39
4,185,5,67,36
4,185,10,72,36
4,102,0,62,38
4,102,1,60,38
4,102,5,67,38
4,102,10,72,38
4,19,0,52,35
4,19,1,50,35
4,19,5,57,35
4,19,10,62,33
4,33,0,52,40
4,33,1,50,40
4,33,5,57,40
4,33,10,62,36
4,96,0,52,-147
4,96,1,50,-147
4,96,5,57,-147
4,96,10,62,-147
4,172,0,62,41
4,172,1,60,41
4,172,5,67,37
4,172,10,72,37
4,105,0,62,38
4,105,1,60,38
4,105,5,67,38
4,105,10,72,38
4,114,0,62,42
4,114,1,60,42
4,114,5,67,42
4,114,10,72,42
4,157,0,62,38
4,157,1,60,38
4,157,5,67,38
4,157,10,72,38
4,175,0,62,43
4,175,1,60,43
4,175,5,67,39
4,175,10,72,39
4,167,0,62,44
4,167,1,60,44
4,167,5,67,44
4,167,10,72,44
4,10,0,52,40
4,10,1,50,40
4,10,5,57,40
4,10,10,62,40
4,158,0,62,42
4,158,1,60,42
4,158,5,67,39
4,158,10,72,39
4,194,0,62,-123
4,194,1,60,-123
4,194,5,67,-123
4,194,10,72,-123
4,12,0,52,39
4,12,1,50,39
4,12,5,57,39
4,12,10,62,35
4,82,0,52,-151
4,82,1,50,-151
4,82,5,57,-151
4,82,10,62,-151
4,30,0,52,36
4,30,1,50,36
4,30,5,57,36
4,30,10,62,34
4,159,0,62,38
4,159,1,60,38
4,159,5,67,35
4,159,10,72,35
4,49,0,52,38
4,49,1,50,38
4,49,5,57,36
4,49,10,62,36
4,92,0,52,-117
4,92,1,50,-117
4,92,5,57,-117
4,92,10,62,-117
4,93,0,52,-127
4,93,1,50,-127
4,93,5,57,-127
4,93,10,62,-117
4,24,0,52,36
4,24,1,50,39
4,24,5,57,36
4,24,10,62,36
4,27,0,52,41
4,27,1,50,41
4,27,5,57,41
4,27,10,62,41
4,155,0,62,40
4,155,1,60,40
4,155,5,67,36
4,155,10,72,36
4,99,0,52,-181
4,99,1,50,-181
4,99,5,57,-181
4,99,10,62,-181
4,55,0,52,41
4,55,1,50,41
4,55,5,57,41
4,55,10,62,37
4,200,0,62,-154
4,200,1,60,-154
4,200,5,67,-154
4,200,10,72,-154
4,47,0,52,39
4,47,1,50,39
4,47,5,57,38
4,47,10,62,38
4,164,0,62,40
4,164,1,60,40
4,164,5,67,40
4,164,10,72,40
4,54,0,52,41
4,54,1,50,41
4,54,5,57,41
4,54,10,62,40
4,18,0,52,38
4,18,1,50,38
4,18,5,57,38
4,18,10,62,36
4,32,0,52,41
4,32,1,50,41
4,32,5,57,39
4,32,10,62,39
4,181,0,62,38
4,181,1,60,38
4,181,5,67,38
4,181,10,72,38
4,39,0,52,41
4,39,1,50,41
4,39,5,57,39
4,39,10,62,39
4,109,0,62,34
4,109,1,60,36
4,109,5,67,34
4,109,10,72,34
4,152,0,62,42
4,152,1,60,42
4,152,5,67,42
4,152,10,72,38
4,197,0,62,-151
4,197,1,60,-151
4,197,5,67,-151
4,197,10,72,-151
4,22,0,52,38
4,22,1,50,38
4,22,5,57,36
4,22,10,62,36
4,188,0,62,38
4,188,1,60,38
4,188,5,67,34
4,188,10,72,34
4,51,0,52,40
4,51,1,50,40
4,51,5,57,40
4,51,10,62,37
4,14,0,52,42
4,14,1,50,42
4,14,5,57,42
4,14,10,62,40
4,191,0,62,-138
4,191,1,60,-138
4,191,5,67,-138
4,191,10,72,-138
4,80,0,52,-169
4,80,1,50,-116
4,80,5,57,-169
4,80,10,62,-169
4,72,0,52,-117
4,72,1,50,-117
4,72,5,57,-133
4,72,10,62,-133
5,203,0,58,0
5,203,1,55,0
5,203,5,50,0
5,203,10,77,0
5,202,0,63,0
5,202,1,60,0
5,202,5,55,0
5,202,10,82,0
5,201,0,53,0
5,201,1,50,0
5,201,5,45,0
5,201,10,72,0
5,152,0,63,38
5,152,1,60,38
5,152,5,55,41
5,152,10,82,36
5,74,0,53,-134
5,74,1,50,-134
5,74,5,45,-134
5,74,10,72,-134
5,186,0,63,39
5,186,1,60,39
5,186,5,55,39
5,186,10,82,39
5,73,0,53,-118
5,73,1,50,-118
5,73,5,45,-95
5,73,10,72,-132
5,174,0,63,39
5,174,1,60,39
5,174,5,55,39
5,174,10,82,35
5,125,0,63,37
5,125,1,60,37
5,125,5,55,37
5,125,10,82,37
5,57,0,53,42
5,57,1,50,42
5,57,5,45,42
5,57,10,72,39
5,99,0,53,-121
5,99,1,50,-121
5,99,5,45,-121
5,99,10,72,-139
5,33,0,53,37
5,33,1,50,37
5,33,5,45,37
5,33,10,72,37
5,192,0,63,-199
5,192,1,60,-199
5,192,5,55,-199
5,192,10,82,-199
5,41,0,53,37
5,41,1,50,39
5,41,5,45,39
5,41,10,72,35
5,197,0,63,-196
5,197,1,60,-196
5,197,5,55,-155
5,197,10,82,-236
5,159,0,63,39
5,159,1,60,43
5,159,5,55,43
5,159,10,82,37
5,72,0,53,-173
5,72,1,50,-173
5,72,5,45,-173
5,72,10,72,-173
5,85,0,53,-103
5,85,1,50,-103
5,85,5,45,-103
5,85,10,72,-112
5,75,0,53,-127
5,75,1,50,-127
5,75,5,45,-127
5,75,10,72,-127
5,12,0,53,40
5,12,1,50,40
5,12,5,45,40
5,12,10,72,40
5,168,0,63,40
5,168,1,60,40
5,168,5,55,40
5,168,10,82,36
5,70,0,53,-137
5,70,1,50,-137
5,70,5,45,-137
5,70,10,72,-167
5,195,0,63,-129
5,195,1,60,-129
5,195,5,55,-129
5,195,10,82,-150
5,13,0,53,42
5,13,1,50,42
5,13,5,45,42
5,13,10,72,42
5,116,0,63,33
5,116,1,60,33
5,116,5,55,33
5,116,10,82,31
5,38,0,53,41
5,38,1,50,41
5,38,5,45,41
5,38,10,72,38
5,63,0,53,38
5,63,1,50,38
5,63,5,45,38
5,63,10,72,35
5,170,0,63,38
5,170,1,60,38
5,170,5,55,38
5,170,10,82,34
5,138,0,63,41
5,138,1,60,41
5,138,5,55,42
5,138,10,82,40
5,94,0,53,-118
5,94,1,50,-118
5,94,5,45,-118
5,94,10,72,-132
5,71,0,53,-191
5,71,1,50,-191
5,71,5,45,-191
5,71,10,72,-191
5,198,0,63,-118
5,198,1,60,-118
5,198,5,55,-118
5,198,10,82,-133
5,178,0,63,38
5,178,1,60,38
5,178,5,55,40
5,178,10,82,36
5,181,0,63,33
5,181,1,60,36
5,181,5,55,36
5,181,10,82,31
5,167,0,63,38
5,167,1,60,38
5,167,5,55,42
5,167,10,82,36
5,17,0,53,41
5,17,1,50,41
5,17,5,45,41
5,17,10,72,38
5,78,0,53,-117
5,78,1,50,-117
5,78,5,45,-117
5,78,10,72,-117
5,6,0,53,39
5,6,1,50,39
5,6,5,45,39
5,6,10,72,35
5,194,0,63,-130
5,194,1,60,-130
5,194,5,55,-130
5,194,10,82,-130
5,154,0,63,35
5,154,1,60,35
5,154,5,55,39
5,154,10,82,33
5,114,0,63,39
5,114,1,60,39
5,114,5,55,39
5,114,10,82,36
5,3,0,53,35
5,3,1,50,35
5,3,5,45,37
5,3,10,72,33
5,48,0,53,37
5,48,1,50,37
5,48,5,45,37
5,48,10,72,37
5,39,0,53,36
5,39,1,50,36
5,39,5,45,36
5,39,10,72,33
5,180,0,63,40
5,180,1,60,40
5,180,5,55,40
5,180,10,82,40
5,177,0,63,36
5,177,1,60,36
5,177,5,55,36
5,177,10,82,29
5,140,0,63,39
5,140,1,60,39
5,140,5,55,39
5,140,10,82,36
5,101,0,63,33
5,101,1,60,38
5,101,5,55,38
5,101,10,82,33
5,54,0,53,40
5,54,1,50,40
5,54,5,45,40
5,54,10,72,36
5,173,0,63,34
5,173,1,60,34
5,173,5,55,38
5,173,10,82,32
5,50,0,53,42
5,50,1,50,42
5,50,5,45,42
5,50,10,72,42
5,146,0,63,41
5,146,1,60,41
5,146,5,55,41
5,146,10,82,38
5,52,0,53,40
5,52,1,50,40
5,52,5,45,40
5,52,10,72,40
5,160,0,63,38
5,160,1,60,38
5,160,5,55,38
5,160,10,82,38
5,80,0,53,-117
5,80,1,50,-114
5,80,5,45,-114
5,80,10,72,-121
5,1,0,53,36
5,1,1,50,36
5,1,5,45,36
5,1,10,72,32
5,20,0,53,40
5,20,1,50,40
5,20,5,45,40
5,20,10,72,38
5,153,0,63,38
5,153,1,60,42
5,153,5,55,42
5,153,10,82,38
5,26,0,53,39
5,26,1,50,39
5,26,5,45,39
5,26,10,72,34
5,44,0,53,36
5,44,1,50,36
5,44,5,45,39
5,44,10,72,33
5,191,0,63,-115
5,191,1,60,-107
5,191,5,55,-107
5,191,10,82,-115
5,77,0,53,-96
5,77,1,50,-96
5,77,5,45,-96
5,77,10,72,-102
5,164,0,63,39
5,164,1,60,39
5,164,5,55,39
5,164,10,82,33
5,129,0,63,36
5,129,1,60,36
5,129,5,55,36
5,129,10,82,34
5,105,0,63,39
5,105,1,60,39
5,105,5,55,39
5,105,10,82,34
5,157,0,63,36
5,157,1,60,36
5,157,5,55,39
5,157,10,82,33
5,7,0,53,35
5,7,1,50,38
5,7,5,45,38
5,7,10,72,34
5,87,0,53,-141
5,87,1,50,-141
5,87,5,45,-117
5,87,10,72,-164
5,86,0,53,-139
5,86,1,50,-139
5,86,5,45,-126
5,86,10,72,-151
5,4,0,53,40
5,4,1,50,40
5,4,5,45,40
5,4,10,72,37
5,148,0,63,40
5,148,1,60,40
5,148,5,55,40
5,148,10,82,38
5,145,0,63,45
5,145,1,60,45
5,145,5,55,45
5,145,10,82,45
5,36,0,53,38
5,36,1,50,38
5,36,5,45,38
5,36,10,72,35
5,183,0,63,39
5,183,1,60,39
5,183,5,55,39
5,183,10,82,39
5,65,0,53,38
5,65,1,50,38
5,65,5,45,38
5,65,10,72,35
5,162,0,63,36
5,162,1,60,36
5,162,5,55,36
5,162,10,82,35
5,190,0,63,39
5,190,1,60,39
5,190,5,55,39
5,190,10,82,39
5,23,0,53,32
5,23,1,50,32
5,23,5,45,34
5,23,10,72,30
5,104,0,63,38
5,104,1,60,38
5,104,5,55,38
5,104,10,82,33
5,200,0,63,-163
5,200,1,60,-163
5,200,5,55,-138
5,200,10,82,-138
5,155,0,63,41
5,155,1,60,41
5,155,5,55,41
5,155,10,82,39
5,90,0,53,-120
5,90,1,50,-120
5,90,5,45,-120
5,90,10,72,-139
5,11,0,53,37
5,11,1,50,37
5,11,5,45,37
5,11,10,72,37
5,132,0,63,37
5,132,1,60,37
5,132,5,55,37
5,132,10,82,37
5,141,0,63,38
5,141,1,60,38
5,141,5,55,38
5,141,10,82,38
5,118,0,63,43
5,118,1,60,43
5,118,5,55,43
5,118,10,82,43
5,126,0,63,39
5,126,1,60,39
5,126,5,55,42
5,126,10,82,38
5,25,0,53,42
5,25,1,50,42
5,25,5,45,42
5,25,10,72,37
5,59,0,53,38
5,59,1,50,40
5,59,5,45,40
5,59,10,72,36
5,30,0,53,37
5,30,1,50,37
5,30,5,45,37
5,30,10,72,37
5,103,0,63,36
5,103,1,60,36
5,103,5,55,36
5,103,10,82,36
5,5,0,53,42
5,5,1,50,42
5,5,5,45,42
5,5,10,72,37
5,184,0,63,40
5,184,1,60,40
5,184,5,55,40
5,184,10,82,39
5,121,0,63,44
5,121,1,60,44
5,121,5,55,44
5,121,10,82,44
5,29,0,53,44
5,29,1,50,44
5,29,5,45,44
5,29,10,72,40
5,143,0,63,40
5,143,1,60,40
5,143,5,55,40
5,143,10,82,36
5,149,0,63,36
5,149,1,60,36
5,149,5,55,39
5,149,10,82,34
5,185,0,63,40
5,185,1,60,40
5,185,5,55,40
5,185,10,82,37
5,117,0,63,38
5,117,1,60,38
5,117,5,55,38
5,117,10,82,35
5,14,0,53,39
5,14,1,50,39
5,14,5,45,39
5,14,10,72,35
5,120,0,63,39
5,120,1,60,39
5,120,5,55,41
5,120,10,82,37
5,96,0,53,-169
5,96,1,50,-169
5,96,5,45,-169
5,96,10,72,-169
5,115,0,63,35
5,115,1,60,40
5,115,5,55,40
5,115,10,82,35
5,2,0,53,40
5,2,1,50,40
5,2,5,45,40
5,2,10,72,40
5,76,0,53,-129
5,76,1,50,-129
5,76,5,45,-129
5,76,10,72,-153
5,55,0,53,39
5,55,1,50,39
5,55,5,45,39
5,55,10,72,35
5,182,0,63,37
5,182,1,60,37
5,182,5,55,39
5,182,10,82,36
5,158,0,63,40
5,158,1,60,42
5,158,5,55,42
5,158,10,82,38
5,156,0,63,35
5,156,1,60,35
5,156,5,55,37
5,156,10,82,32
5,124,0,63,38
5,124,1,60,38
5,124,5,55,38
5,124,10,82,36
5,133,0,63,40
5,133,1,60,40
5,133,5,55,40
5,133,10,82,37
5,147,0,63,37
5,147,1,60,37
5,147,5,55,37
5,147,10,82,33
5,150,0,63,38
5,150,1,60,43
5,150,5,55,43
5,150,10,82,38
5,137,0,63,38
5,137,1,60,38
5,137,5,55,38
5,137,10,82,38
5,27,0,53,37
5,27,1,50,37
5,27,5,45,37
5,27,10,72,33
5,10,0,53,37
5,10,1,50,39
5,10,5,45,39
5,10,10,72,35
5,134,0,63,40
5,134,1,60,40
5,134,5,55,40
5,134,10,82,38
5,18,0,53,39
5,18,1,50,39
5,18,5,45,39
5,18,10,72,39
5,175,0,63,33
5,175,1,60,33
5,175,5,55,37
5,175,10,82,30
5,139,0,63,36
5,139,1,60,39
5,139,5,55,39
5,139,10,82,36
5,32,0,53,41
5,32,1,50,41
5,32,5,45,41
5,32,10,72,37
5,92,0,53,-90
5,92,1,50,-90
5,92,5,45,-90
5,92,10,72,-91
5,122,0,63,36
5,122,1,60,40
5,122,5,55,40
5,122,10,82,36
5,88,0,53,-149
5,88,1,50,-149
5,88,5,45,-149
5,88,10,72,-183
5,172,0,63,36
5,172,1,60,36
5,172,5,55,36
5,172,10,82,35
5,111,0,63,38
5,111,1,60,38
5,111,5,55,40
5,111,10,82,37
5,189,0,63,35
5,189,1,60,35
5,189,5,55,35
5,189,10,82,33
5,82,0,53,-145
5,82,1,50,-145
5,82,5,45,-145
5,82,10,72,-181
5,42,0,53,43
5,42,1,50,43
5,42,5,45,43
5,42,10,72,43
5,98,0,53,-104
5,98,1,50,-104
5,98,5,45,-96
5,98,10,72,-112
5,45,0,53,38
5,45,1,50,38
5,45,5,45,38
5,45,10,72,34
5,123,0,63,41
5,123,1,60,41
5,123,5,55,42
5,123,10,82,41
5,151,0,63,40
5,151,1,60,40
5,151,5,55,40
5,151,10,82,35
5,31,0,53,40
5,31,1,50,40
5,31,5,45,40
5,31,10,72,35
5,35,0,53,37
5,35,1,50,37
5,35,5,45,37
5,35,10,72,32
5,128,0,63,40
5,128,1,60,40
5,128,5,55,40
5,128,10,82,40
5,84,0,53,-117
5,84,1,50,-117
5,84,5,45,-117
5,84,10,72,-133
5,136,0,63,37
5,136,1,60,37
5,136,5,55,37
5,136,10,82,33
5,199,0,63,-134
5,199,1,60,-134
5,199,5,55,-120
5,199,10,82,-145
5,102,0,63,39
5,102,1,60,39
5,102,5,55,39
5,102,10,82,36
5,62,0,53,38
5,62,1,50,38
5,62,5,45,40
5,62,10,72,36
5,89,0,53,-100
5,89,1,50,-97
5,89,5,45,-97
5,89,10,72,-104
5,37,0,53,41
5,37,1,50,41
5,37,5,45,41
5,37,10,72,37
5,34,0,53,36
5,34,1,50,39
5,34,5,45,39
5,34,10,72,33
5,9,0,53,37
5,9,1,50,37
5,9,5,45,37
5,9,10,72,37
5,135,0,63,32
5,135,1,60,36
5,135,5,55,36
5,135,10,82,32
5,67,0,53,-138
5,67,1,50,-138
5,67,5,45,-118
5,67,10,72,-156
5,93,0,53,-141
5,93,1,50,-141
5,93,5,45,-141
5,93,10,72,-141
5,91,0,53,-112
5,91,1,50,-112
5,91,5,45,-92
5,91,10,72,-125
5,8,0,53,39
5,8,1,50,39
5,8,5,45,41
5,8,10,72,38
5,165,0,63,38
5,165,1,60,38
5,165,5,55,38
5,165,10,82,38
5,28,0,53,43
5,28,1,50,43
5,28,5,45,43
5,28,10,72,43
5,95,0,53,-126
5,95,1,50,-126
5,95,5,45,-126
5,95,10,72,-143
5,176,0,63,43
5,176,1,60,43
5,176,5,55,43
5,176,10,82,39
5,24,0,53,35
5,24,1,50,37
5,24,5,45,37
5,24,10,72,33
5,83,0,53,-125
5,83,1,50,-125
5,83,5,45,-125
5,83,10,72,-143
5,127,0,63,40
5,127,1,60,40
5,127,5,55,40
5,127,10,82,37
5,142,0,63,37
5,142,1,60,37
5,142,5,55,37
5,142,10,82,33
5,47,0,53,40
5,47,1,50,40
5,47,5,45,40
5,47,10,72,40
5,163,0,63,36
5,163,1,60,36
5,163,5,55,36
5,163,10,82,36
5,21,0,53,42
5,21,1,50,42
5,21,5,45,42
5,21,10,72,39
5,107,0,63,40
5,107,1,60,40
5,107,5,55,40
5,107,10,82,40
5,22,0,53,38
5,22,1,50,40
5,22,5,45,40
5,22,10,72,37
5,51,0,53,37
5,51,1,50,37
5,51,5,45,37
5,51,10,72,34
5,131,0,63,39
5,131,1,60,39
5,131,5,55,39
5,131,10,82,36
5,130,0,63,43
5,130,1,60,43
5,130,5,55,43
5,130,10,82,41
5,61,0,53,38
5,61,1,50,38
5,61,5,45,38
5,61,10,72,34
5,19,0,53,36
5,19,1,50,39
5,19,5,45,39
5,19,10,72,35
5,119,0,63,38
5,119,1,60,38
5,119,5,55,38
5,119,10,82,33
5,49,0,53,40
5,49,1,50,40
5,49,5,45,40
5,49,10,72,40
5,166,0,63,38
5,166,1,60,38
5,166,5,55,38
5,166,10,82,35
5,144,0,63,34
5,144,1,60,34
5,144,5,55,36
5,144,10,82,33
5,169,0,63,39
5,169,1,60,39
5,169,5,55,39
5,169,10,82,39
5,15,0,53,37
5,15,1,50,37
5,15,5,45,37
5,15,10,72,32
5,40,0,53,38
5,40,1,50,38
5,40,5,45,38
5,40,10,72,33
5,81,0,53,-114
5,81,1,50,-114
5,81,5,45,-114
5,81,10,72,-126
5,193,0,63,-143
5,193,1,60,-100
5,193,5,55,-123
5,193,10,82,-161
5,100,0,53,-117
5,100,1,50,-117
5,100,5,45,-117
5,100,10,72,-151
5,171,0,63,42
5,171,1,60,42
5,171,5,55,42
5,171,10,82,36
5,161,0,63,38
5,161,1,60,38
5,161,5,55,39
5,161,10,82,37
5,110,0,63,41
5,110,1,60,41
5,110,5,55,41
5,110,10,82,41
5,196,0,63,-144
5,196,1,60,-144
5,196,5,55,-117
5,196,10,82,-170
5,60,0,53,39
5,60,1,50,39
5,60,5,45,39
5,60,10,72,35
5,64,0,53,35
5,64,1,50,37
5,64,5,45,37
5,64,10,72,34
5,109,0,63,38
5,109,1,60,38
5,109,5,55,38
5,109,10,82,35
5,112,0,63,37
5,112,1,60,37
5,112,5,55,37
5,112,10,82,34
5,53,0,53,42
5,53,1,50,42
5,53,5,45,44
5,53,10,72,41
5,56,0,53,41
5,56,1,50,41
5,56,5,45,41
5,56,10,72,41
5,58,0,53,39
5,58,1,50,39
5,58,5,45,39
5,58,10,72,39
5,106,0,63,39
5,106,1,60,39
5,106,5,55,39
5,106,10,82,37
5,179,0,63,42
5,179,1,60,42
5,179,5,55,42
5,179,10,82,39
5,97,0,53,-106
5,97,1,50,-106
5,97,5,45,-106
5,97,10,72,-115
5,108,0,63,34
5,108,1,60,34
5,108,5,55,37
5,108,10,82,31
5,113,0,63,38
5,113,1,60,40
5,113,5,55,40
5,113,10,82,37
5,16,0,53,40
5,16,1,50,40
5,16,5,45,40
5,16,10,72,37
5,188,0,63,37
5,188,1,60,37
5,188,5,55,37
5,188,10,82,34
5,66,0,53,-136
5,66,1,50,-136
5,66,5,45,-136
5,66,10,72,-156
5,46,0,53,36
5,46,1,50,36
5,46,5,45,36
5,46,10,72,33
5,187,0,63,33
5,187,1,60,37
5,187,5,55,37
5,187,10,82,33
5,43,0,53,41
5,43,1,50,41
5,43,5,45,41
5,43,10,72,41
5,68,0,53,-171
5,68,1,50,-171
5,68,5,45,-72
5,68,10,72,-171
5,79,0,53,-117
5,79,1,50,-117
5,79,5,45,-117
5,79,10,72,-132
5,69,0,53,-137
5,69,1,50,-137
5,69,5,45,-137
5,69,10,72,-137
6,203,0,59,0
6,203,1,57,0
6,203,5,59,0
6,203,10,59,0
6,202,0,64,0
6,202,1,62,0
6,202,5,64,0
6,202,10,64,0
6,201,0,54,0
6,201,1,52,0
6,201,5,54,0
6,201,10,54,0
6,8,0,54,40
6,8,1,52,40
6,8,5,54,40
6,8,10,54,40
6,122,0,64,36
6,122,1,62,36
6,122,5,64,36
6,122,10,64,36
6,61,0,54,36
6,61,1,52,36
6,61,5,54,36
6,61,10,54,36
6,69,0,54,-159
6,69,1,52,-159
6,69,5,54,-159
6,69,10,54,-159
6,188,0,64,36
6,188,1,62,36
6,188,5,64,36
6,188,10,64,36
6,101,0,64,35
6,101,1,62,38
6,101,5,64,35
6,101,10,64,35
6,19,0,54,39
6,19,1,52,39
6,19,5,54,39
6,19,10,54,39
6,147,0,64,37
6,147,1,62,37
6,147,5,64,37
6,147,10,64,37
6,185,0,64,40
