pop,dos,id,draw,blocked,p,q
2,5,37,75.9,0,41,36
2,10,37,75.9,0,41,36
2,0,195,9.5,0,-1,0
2,1,195,9.5,0,-1,0
2,5,195,9.5,0,55,-142
2,10,195,9.5,1,48,-142
2,0,187,57.3,0,-1,0
2,1,187,57.3,0,-1,0
2,5,187,57.3,0,55,39
2,10,187,57.3,0,48,39
2,0,101,70.3,0,-1,0
2,1,101,70.3,0,-1,0
2,5,101,70.3,0,55,44
2,10,101,70.3,0,48,44
2,0,61,84.3,0,-1,0
2,1,61,84.3,0,-1,0
2,5,61,84.3,0,41,41
2,10,61,84.3,0,41,41
2,0,124,36.0,0,-1,0
2,1,124,36.0,0,-1,0
2,5,124,36.0,0,55,41
2,10,124,36.0,0,48,41
2,0,58,64.0,0,-1,0
2,1,58,64.0,0,-1,0
2,5,58,64.0,0,41,37
2,10,58,64.0,0,41,37
2,0,191,27.9,0,-1,0
2,1,191,27.9,0,-1,0
2,5,191,27.9,0,55,-100
2,10,191,27.9,0,48,-118
2,0,154,93.9,0,-1,0
2,1,154,93.9,0,-1,0
2,5,154,93.9,0,55,36
2,10,154,93.9,0,48,38
2,0,4,74.8,0,-1,0
2,1,4,74.8,0,-1,0
2,5,4,74.8,0,41,36
2,10,4,74.8,0,41,36
2,0,49,69.1,0,-1,0
2,1,49,69.1,0,-1,0
2,5,49,69.1,0,41,36
2,10,49,69.1,0,41,36
2,0,14,76.0,0,-1,0
2,1,14,76.0,0,-1,0
2,5,14,76.0,0,41,39
2,10,14,76.0,0,41,39
2,0,33,89.1,0,-1,0
2,1,33,89.1,0,-1,0
2,5,33,89.1,0,41,39
2,10,33,89.1,0,41,39
2,0,27,72.6,0,-1,0
2,1,27,72.6,0,-1,0
2,5,27,72.6,0,41,36
2,10,27,72.6,0,41,36
2,0,11,82.2,0,-1,0
2,1,11,82.2,0,-1,0
2,5,11,82.2,0,41,39
2,10,11,82.2,0,41,39
2,0,9,24.7,0,-1,0
2,1,9,24.7,0,-1,0
2,5,9,24.7,0,41,39
2,10,9,24.7,0,41,39
2,0,105,69.7,0,-1,0
2,1,105,69.7,0,-1,0
2,5,105,69.7,0,55,41
2,10,105,69.7,0,48,41
2,0,188,26.5,0,-1,0
2,1,188,26.5,0,-1,0
2,5,188,26.5,0,55,37
2,10,188,26.5,0,48,37
2,0,183,2.7,0,-1,0
2,1,183,2.7,0,-1,0
2,5,183,2.7,1,55,41
2,10,183,2.7,1,48,41
2,0,3,38.8,0,-1,0
2,1,3,38.8,0,-1,0
2,5,3,38.8,0,41,39
2,10,3,38.8,0,41,39
2,0,196,46.0,0,-1,0
2,1,196,46.0,0,-1,0
2,5,196,46.0,0,55,-167
2,10,196,46.0,0,48,-167
2,0,177,5.1,0,-1,0
2,1,177,5.1,0,-1,0
2,5,177,5.1,0,55,38
2,10,177,5.1,1,48,38
2,0,171,20.9,0,-1,0
2,1,171,20.9,0,-1,0
2,5,171,20.9,0,55,40
2,10,171,20.9,0,48,40
2,0,200,37.1,0,-1,0
2,1,200,37.1,0,-1,0
2,5,200,37.1,0,55,-193
2,10,200,37.1,0,48,-193
2,0,163,87.6,0,-1,0
2,1,163,87.6,0,-1,0
2,5,163,87.6,0,55,39
2,10,163,87.6,0,48,39
2,0,122,75.4,0,-1,0
2,1,122,75.4,0,-1,0
2,5,122,75.4,0,55,36
2,10,122,75.4,0,48,36
2,0,170,95.6,0,-1,0
2,1,170,95.6,0,-1,0
2,5,170,95.6,0,55,40
2,10,170,95.6,0,48,40
2,0,112,28.3,0,-1,0
2,1,112,28.3,0,-1,0
2,5,112,28.3,0,55,41
2,10,112,28.3,0,48,44
2,0,99,95.4,0,-1,0
2,1,99,95.4,0,-1,0
2,5,99,95.4,0,41,-125
2,10,99,95.4,0,41,-125
2,0,28,31.8,0,-1,0
2,1,28,31.8,0,-1,0
2,5,28,31.8,0,41,43
2,10,28,31.8,0,41,43
2,0,71,57.4,0,-1,0
2,1,71,57.4,0,-1,0
2,5,71,57.4,0,41,-137
2,10,71,57.4,0,41,-137
2,0,120,41.0,0,-1,0
2,1,120,41.0,0,-1,0
2,5,120,41.0,0,55,38
2,10,120,41.0,0,48,38
2,0,35,21.2,0,-1,0
2,1,35,21.2,0,-1,0
2,5,35,21.2,0,41,41
2,10,35,21.2,0,41,41
2,0,76,53.1,0,-1,0
2,1,76,53.1,0,-1,0
2,5,76,53.1,0,41,-175
2,10,76,53.1,0,41,-175
2,0,10,29.5,0,-1,0
2,1,10,29.5,0,-1,0
2,5,10,29.5,0,41,42
2,10,10,29.5,0,41,42
2,0,169,83.1,0,-1,0
2,1,169,83.1,0,-1,0
2,5,169,83.1,0,55,42
2,10,169,83.1,0,48,42
2,0,63,91.1,0,-1,0
2,1,63,91.1,0,-1,0
2,5,63,91.1,0,41,41
2,10,63,91.1,0,41,41
2,0,148,50.6,0,-1,0
2,1,148,50.6,0,-1,0
2,5,148,50.6,0,55,39
2,10,148,50.6,0,48,39
2,0,42,36.0,0,-1,0
2,1,42,36.0,0,-1,0
2,5,42,36.0,0,41,40
2,10,42,36.0,0,41,40
2,0,147,16.1,0,-1,0
2,1,147,16.1,0,-1,0
2,5,147,16.1,0,55,37
2,10,147,16.1,0,48,39
2,0,32,53.7,0,-1,0
2,1,32,53.7,0,-1,0
2,5,32,53.7,0,41,41
2,10,32,53.7,0,41,41
2,0,29,64.5,0,-1,0
2,1,29,64.5,0,-1,0
2,5,29,64.5,0,41,38
2,10,29,64.5,0,41,38
2,0,129,53.1,0,-1,0
2,1,129,53.1,0,-1,0
2,5,129,53.1,0,55,40
2,10,129,53.1,0,48,40
2,0,153,3.4,0,-1,0
2,1,153,3.4,0,-1,0
2,5,153,3.4,1,55,39
2,10,153,3.4,1,48,39
2,0,178,14.9,0,-1,0
2,1,178,14.9,0,-1,0
2,5,178,14.9,0,55,40
2,10,178,14.9,0,48,40
2,0,182,63.8,0,-1,0
2,1,182,63.8,0,-1,0
2,5,182,63.8,0,55,39
2,10,182,63.8,0,48,39
2,0,180,97.0,0,-1,0
2,1,180,97.0,0,-1,0
2,5,180,97.0,0,55,37
2,10,180,97.0,0,48,39
2,0,139,59.5,0,-1,0
2,1,139,59.5,0,-1,0
2,5,139,59.5,0,55,39
2,10,139,59.5,0,48,39
2,0,84,16.5,0,-1,0
2,1,84,16.5,0,-1,0
2,5,84,16.5,0,41,-140
2,10,84,16.5,0,41,-140
2,0,119,2.5,0,-1,0
2,1,119,2.5,0,-1,0
2,5,119,2.5,1,55,34
2,10,119,2.5,1,48,38
2,0,126,0.9,0,-1,0
2,1,126,0.9,1,-1,0
2,5,126,0.9,1,55,38
2,10,126,0.9,1,48,38
2,0,137,65.7,0,-1,0
2,1,137,65.7,0,-1,0
2,5,137,65.7,0,55,39
2,10,137,65.7,0,48,41
2,0,142,14.8,0,-1,0
2,1,142,14.8,0,-1,0
2,5,142,14.8,0,55,38
2,10,142,14.8,0,48,41
2,0,149,54.1,0,-1,0
2,1,149,54.1,0,-1,0
2,5,149,54.1,0,55,43
2,10,149,54.1,0,48,43
2,0,181,62.5,0,-1,0
2,1,181,62.5,0,-1,0
2,5,181,62.5,0,55,42
2,10,181,62.5,0,48,42
2,0,155,50.4,0,-1,0
2,1,155,50.4,0,-1,0
2,5,155,50.4,0,55,39
2,10,155,50.4,0,48,39
2,0,81,82.0,0,-1,0
2,1,81,82.0,0,-1,0
2,5,81,82.0,0,41,-130
2,10,81,82.0,0,41,-130
2,0,88,84.3,0,-1,0
2,1,88,84.3,0,-1,0
2,5,88,84.3,0,41,-121
2,10,88,84.3,0,41,-121
2,0,127,64.7,0,-1,0
2,1,127,64.7,0,-1,0
2,5,127,64.7,0,55,38
2,10,127,64.7,0,48,38
2,0,79,11.7,0,-1,0
2,1,79,11.7,0,-1,0
2,5,79,11.7,0,41,-90
2,10,79,11.7,0,41,-90
2,0,95,28.0,0,-1,0
2,1,95,28.0,0,-1,0
2,5,95,28.0,0,41,-125
2,10,95,28.0,0,41,-125
2,0,5,81.8,0,-1,0
2,1,5,81.8,0,-1,0
2,5,5,81.8,0,41,40
2,10,5,81.8,0,41,40
2,0,172,44.2,0,-1,0
2,1,172,44.2,0,-1,0
2,5,172,44.2,0,55,39
2,10,172,44.2,0,48,39
2,0,31,7.7,0,-1,0
2,1,31,7.7,0,-1,0
2,5,31,7.7,0,41,40
2,10,31,7.7,1,41,40
2,0,56,23.9,0,-1,0
2,1,56,23.9,0,-1,0
2,5,56,23.9,0,41,41
2,10,56,23.9,0,41,41
2,0,72,22.8,0,-1,0
2,1,72,22.8,0,-1,0
2,5,72,22.8,0,41,-158
2,10,72,22.8,0,41,-158
2,0,157,7.6,0,-1,0
2,1,157,7.6,0,-1,0
2,5,157,7.6,0,55,38
2,10,157,7.6,1,48,41
2,0,104,57.3,0,-1,0
2,1,104,57.3,0,-1,0
2,5,104,57.3,0,55,40
2,10,104,57.3,0,48,40
2,0,21,87.7,0,-1,0
2,1,21,87.7,0,-1,0
2,5,21,87.7,0,41,39
2,10,21,87.7,0,41,39
2,0,73,65.9,0,-1,0
2,1,73,65.9,0,-1,0
2,5,73,65.9,0,41,-120
2,10,73,65.9,0,41,-120
2,0,189,3.3,0,-1,0
2,1,189,3.3,0,-1,0
2,5,189,3.3,1,55,37
2,10,189,3.3,1,48,37
2,0,52,68.8,0,-1,0
2,1,52,68.8,0,-1,0
2,5,52,68.8,0,41,37
2,10,52,68.8,0,41,37
2,0,198,86.7,0,-1,0
2,1,198,86.7,0,-1,0
2,5,198,86.7,0,55,-99
2,10,198,86.7,0,48,-126
2,0,179,90.1,0,-1,0
2,1,179,90.1,0,-1,0
2,5,179,90.1,0,55,39
2,10,179,90.1,0,48,39
2,0,151,6.4,0,-1,0
2,1,151,6.4,0,-1,0
2,5,151,6.4,0,55,35
2,10,151,6.4,1,48,35
2,0,159,65.5,0,-1,0
2,1,159,65.5,0,-1,0
2,5,159,65.5,0,55,37
2,10,159,65.5,0,48,37
2,0,19,21.2,0,-1,0
2,1,19,21.2,0,-1,0
2,5,19,21.2,0,41,40
2,10,19,21.2,0,41,40
2,0,64,90.5,0,-1,0
2,1,64,90.5,0,-1,0
2,5,64,90.5,0,41,41
2,10,64,90.5,0,41,41
2,0,113,35.1,0,-1,0
2,1,113,35.1,0,-1,0
2,5,113,35.1,0,55,34
2,10,113,35.1,0,48,34
2,0,80,95.9,0,-1,0
2,1,80,95.9,0,-1,0
2,5,80,95.9,0,41,-190
2,10,80,95.9,0,41,-190
2,0,106,88.5,0,-1,0
2,1,106,88.5,0,-1,0
2,5,106,88.5,0,55,39
2,10,106,88.5,0,48,39
2,0,7,37.0,0,-1,0
2,1,7,37.0,0,-1,0
2,5,7,37.0,0,41,40
2,10,7,37.0,0,41,40
2,0,91,59.3,0,-1,0
2,1,91,59.3,0,-1,0
2,5,91,59.3,0,41,-158
2,10,91,59.3,0,41,-158
2,0,166,71.0,0,-1,0
2,1,166,71.0,0,-1,0
2,5,166,71.0,0,55,36
2,10,166,71.0,0,48,36
2,0,62,61.6,0,-1,0
2,1,62,61.6,0,-1,0
2,5,62,61.6,0,41,40
2,10,62,61.6,0,41,40
2,0,15,95.7,0,-1,0
2,1,15,95.7,0,-1,0
2,5,15,95.7,0,41,38
2,10,15,95.7,0,41,38
2,0,162,64.5,0,-1,0
2,1,162,64.5,0,-1,0
2,5,162,64.5,0,55,43
2,10,162,64.5,0,48,43
2,0,160,76.8,0,-1,0
2,1,160,76.8,0,-1,0
2,5,160,76.8,0,55,40
2,10,160,76.8,0,48,40
2,0,168,62.6,0,-1,0
2,1,168,62.6,0,-1,0
2,5,168,62.6,0,55,33
2,10,168,62.6,0,48,36
2,0,121,14.4,0,-1,0
2,1,121,14.4,0,-1,0
2,5,121,14.4,0,55,39
2,10,121,14.4,0,48,39
2,0,193,56.5,0,-1,0
2,1,193,56.5,0,-1,0
2,5,193,56.5,0,55,-99
2,10,193,56.5,0,48,-99
2,0,96,7.8,0,-1,0
2,1,96,7.8,0,-1,0
2,5,96,7.8,0,41,-120
2,10,96,7.8,1,41,-120
2,0,47,65.6,0,-1,0
2,1,47,65.6,0,-1,0
2,5,47,65.6,0,41,39
2,10,47,65.6,0,41,39
2,0,165,97.8,0,-1,0
2,1,165,97.8,0,-1,0
2,5,165,97.8,0,55,37
2,10,165,97.8,0,48,37
2,0,22,9.6,0,-1,0
2,1,22,9.6,0,-1,0
2,5,22,9.6,0,41,40
2,10,22,9.6,1,41,40
2,0,158,44.3,0,-1,0
2,1,158,44.3,0,-1,0
2,5,158,44.3,0,55,33
2,10,158,44.3,0,48,35
2,0,51,50.6,0,-1,0
2,1,51,50.6,0,-1,0
2,5,51,50.6,0,41,37
2,10,51,50.6,0,41,37
2,0,16,10.5,0,-1,0
2,1,16,10.5,0,-1,0
2,5,16,10.5,0,41,42
2,10,16,10.5,0,41,42
2,0,103,92.3,0,-1,0
2,1,103,92.3,0,-1,0
2,5,103,92.3,0,55,33
2,10,103,92.3,0,48,37
2,0,70,4.5,0,-1,0
2,1,70,4.5,0,-1,0
2,5,70,4.5,1,41,-106
2,10,70,4.5,1,41,-106
2,0,77,66.2,0,-1,0
2,1,77,66.2,0,-1,0
2,5,77,66.2,0,41,-100
2,10,77,66.2,0,41,-100
2,0,164,40.2,0,-1,0
2,1,164,40.2,0,-1,0
2,5,164,40.2,0,55,42
2,10,164,40.2,0,48,42
2,0,46,0.4,0,-1,0
2,1,46,0.4,1,-1,0
2,5,46,0.4,1,41,41
2,10,46,0.4,1,41,41
2,0,174,14.7,0,-1,0
2,1,174,14.7,0,-1,0
2,5,174,14.7,0,55,39
2,10,174,14.7,0,48,39
2,0,133,38.5,0,-1,0
2,1,133,38.5,0,-1,0
2,5,133,38.5,0,55,37
2,10,133,38.5,0,48,40
2,0,87,86.9,0,-1,0
2,1,87,86.9,0,-1,0
2,5,87,86.9,0,41,-104
2,10,87,86.9,0,41,-104
2,0,82,55.8,0,-1,0
2,1,82,55.8,0,-1,0
2,5,82,55.8,0,41,-154
2,10,82,55.8,0,41,-154
2,0,78,28.7,0,-1,0
2,1,78,28.7,0,-1,0
2,5,78,28.7,0,41,-170
2,10,78,28.7,0,41,-170
2,0,107,38.0,0,-1,0
2,1,107,38.0,0,-1,0
2,5,107,38.0,0,55,42
2,10,107,38.0,0,48,42
2,0,45,80.4,0,-1,0
2,1,45,80.4,0,-1,0
2,5,45,80.4,0,41,40
2,10,45,80.4,0,41,40
2,0,89,65.7,0,-1,0
2,1,89,65.7,0,-1,0
2,5,89,65.7,0,41,-99
2,10,89,65.7,0,41,-99
2,0,55,54.2,0,-1,0
2,1,55,54.2,0,-1,0
2,5,55,54.2,0,41,42
2,10,55,54.2,0,41,42
2,0,66,81.9,0,-1,0
2,1,66,81.9,0,-1,0
2,5,66,81.9,0,41,-104
2,10,66,81.9,0,41,-104
2,0,44,31.9,0,-1,0
2,1,44,31.9,0,-1,0
2,5,44,31.9,0,41,41
2,10,44,31.9,0,41,41
2,0,123,21.9,0,-1,0
2,1,123,21.9,0,-1,0
2,5,123,21.9,0,55,43
2,10,123,21.9,0,48,43
2,0,138,18.9,0,-1,0
2,1,138,18.9,0,-1,0
2,5,138,18.9,0,55,39
2,10,138,18.9,0,48,39
2,0,102,50.0,0,-1,0
2,1,102,50.0,0,-1,0
2,5,102,50.0,0,55,40
2,10,102,50.0,0,48,40
2,0,69,57.8,0,-1,0
2,1,69,57.8,0,-1,0
2,5,69,57.8,0,41,-97
2,10,69,57.8,0,41,-97
2,0,130,99.3,0,-1,0
2,1,130,99.3,0,-1,0
2,5,130,99.3,0,55,37
2,10,130,99.3,0,48,37
2,0,132,8.2,0,-1,0
2,1,132,8.2,0,-1,0
2,5,132,8.2,0,55,39
2,10,132,8.2,1,48,39
2,0,83,80.1,0,-1,0
2,1,83,80.1,0,-1,0
2,5,83,80.1,0,41,-98
2,10,83,80.1,0,41,-98
2,0,140,57.8,0,-1,0
2,1,140,57.8,0,-1,0
2,5,140,57.8,0,55,39
2,10,140,57.8,0,48,39
2,0,145,86.8,0,-1,0
2,1,145,86.8,0,-1,0
2,5,145,86.8,0,55,36
2,10,145,86.8,0,48,39
2,0,194,41.5,0,-1,0
2,1,194,41.5,0,-1,0
2,5,194,41.5,0,55,-101
2,10,194,41.5,0,48,-101
2,0,41,52.0,0,-1,0
2,1,41,52.0,0,-1,0
2,5,41,52.0,0,41,39
2,10,41,52.0,0,41,39
2,0,53,59.6,0,-1,0
2,1,53,59.6,0,-1,0
2,5,53,59.6,0,41,37
2,10,53,59.6,0,41,37
2,0,23,35.0,0,-1,0
2,1,23,35.0,0,-1,0
2,5,23,35.0,0,41,44
2,10,23,35.0,0,41,44
2,0,36,10.3,0,-1,0
2,1,36,10.3,0,-1,0
2,5,36,10.3,0,41,43
2,10,36,10.3,0,41,43
2,0,192,13.4,0,-1,0
2,1,192,13.4,0,-1,0
2,5,192,13.4,0,55,-105
2,10,192,13.4,0,48,-105
2,0,38,17.8,0,-1,0
2,1,38,17.8,0,-1,0
2,5,38,17.8,0,41,41
2,10,38,17.8,0,41,41
2,0,2,99.6,0,-1,0
2,1,2,99.6,0,-1,0
2,5,2,99.6,0,41,41
2,10,2,99.6,0,41,41
2,0,128,75.3,0,-1,0
2,1,128,75.3,0,-1,0
2,5,128,75.3,0,55,38
2,10,128,75.3,0,48,38
2,0,60,88.3,0,-1,0
2,1,60,88.3,0,-1,0
2,5,60,88.3,0,41,41
2,10,60,88.3,0,41,41
2,0,131,38.0,0,-1,0
2,1,131,38.0,0,-1,0
2,5,131,38.0,0,55,39
2,10,131,38.0,0,48,39
2,0,8,48.1,0,-1,0
2,1,8,48.1,0,-1,0
2,5,8,48.1,0,41,41
2,10,8,48.1,0,41,41
2,0,20,65.5,0,-1,0
2,1,20,65.5,0,-1,0
2,5,20,65.5,0,41,41
2,10,20,65.5,0,41,41
2,0,117,74.3,0,-1,0
2,1,117,74.3,0,-1,0
2,5,117,74.3,0,55,39
2,10,117,74.3,0,48,39
2,0,86,31.7,0,-1,0
2,1,86,31.7,0,-1,0
2,5,86,31.7,0,41,-153
2,10,86,31.7,0,41,-153
2,0,110,69.0,0,-1,0
2,1,110,69.0,0,-1,0
2,5,110,69.0,0,55,41
2,10,110,69.0,0,48,41
2,0,74,52.2,0,-1,0
2,1,74,52.2,0,-1,0
2,5,74,52.2,0,41,-220
2,10,74,52.2,0,41,-220
2,0,185,69.6,0,-1,0
2,1,185,69.6,0,-1,0
2,5,185,69.6,0,55,42
2,10,185,69.6,0,48,42
2,0,6,44.1,0,-1,0
2,1,6,44.1,0,-1,0
2,5,6,44.1,0,41,38
2,10,6,44.1,0,41,38
2,0,67,51.1,0,-1,0
2,1,67,51.1,0,-1,0
2,5,67,51.1,0,41,-115
2,10,67,51.1,0,41,-115
2,0,176,2.7,0,-1,0
2,1,176,2.7,0,-1,0
2,5,176,2.7,1,55,39
2,10,176,2.7,1,48,39
2,0,57,0.8,0,-1,0
2,1,57,0.8,1,-1,0
2,5,57,0.8,1,41,42
2,10,57,0.8,1,41,42
2,0,24,58.9,0,-1,0
2,1,24,58.9,0,-1,0
2,5,24,58.9,0,41,40
2,10,24,58.9,0,41,40
2,0,109,30.0,0,-1,0
2,1,109,30.0,0,-1,0
2,5,109,30.0,0,55,38
2,10,109,30.0,0,48,38
2,0,125,74.1,0,-1,0
2,1,125,74.1,0,-1,0
2,5,125,74.1,0,55,40
2,10,125,74.1,0,48,42
2,0,43,76.1,0,-1,0
2,1,43,76.1,0,-1,0
2,5,43,76.1,0,41,42
2,10,43,76.1,0,41,42
2,0,143,84.0,0,-1,0
2,1,143,84.0,0,-1,0
2,5,143,84.0,0,55,46
2,10,143,84.0,0,48,46
2,0,93,27.9,0,-1,0
2,1,93,27.9,0,-1,0
2,5,93,27.9,0,41,-123
2,10,93,27.9,0,41,-123
2,0,199,32.3,0,-1,0
2,1,199,32.3,0,-1,0
2,5,199,32.3,0,55,-126
2,10,199,32.3,0,48,-106
2,0,141,33.7,0,-1,0
2,1,141,33.7,0,-1,0
2,5,141,33.7,0,55,41
2,10,141,33.7,0,48,41
2,0,34,68.3,0,-1,0
2,1,34,68.3,0,-1,0
2,5,34,68.3,0,41,40
2,10,34,68.3,0,41,40
2,0,94,53.1,0,-1,0
2,1,94,53.1,0,-1,0
2,5,94,53.1,0,41,-154
2,10,94,53.1,0,41,-154
2,0,97,71.7,0,-1,0
2,1,97,71.7,0,-1,0
2,5,97,71.7,0,41,-97
2,10,97,71.7,0,41,-97
2,0,18,0.6,0,-1,0
2,1,18,0.6,1,-1,0
2,5,18,0.6,1,41,40
2,10,18,0.6,1,41,40
2,0,30,36.4,0,-1,0
2,1,30,36.4,0,-1,0
2,5,30,36.4,0,41,43
2,10,30,36.4,0,41,43
2,0,75,55.1,0,-1,0
2,1,75,55.1,0,-1,0
2,5,75,55.1,0,41,-82
2,10,75,55.1,0,41,-82
2,0,184,59.1,0,-1,0
2,1,184,59.1,0,-1,0
2,5,184,59.1,0,55,36
2,10,184,59.1,0,48,39
2,0,1,64.2,0,-1,0
2,1,1,64.2,0,-1,0
2,5,1,64.2,0,41,42
2,10,1,64.2,0,41,42
2,0,65,70.2,0,-1,0
2,1,65,70.2,0,-1,0
2,5,65,70.2,0,41,39
2,10,65,70.2,0,41,39
2,0,54,15.0,0,-1,0
2,1,54,15.0,0,-1,0
2,5,54,15.0,0,41,45
2,10,54,15.0,0,41,45
2,0,156,64.7,0,-1,0
2,1,156,64.7,0,-1,0
2,5,156,64.7,0,55,42
2,10,156,64.7,0,48,42
2,0,13,6.9,0,-1,0
2,1,13,6.9,0,-1,0
2,5,13,6.9,0,41,38
2,10,13,6.9,1,41,38
2,0,92,96.8,0,-1,0
2,1,92,96.8,0,-1,0
2,5,92,96.8,0,41,-95
2,10,92,96.8,0,41,-95
2,0,48,87.1,0,-1,0
2,1,48,87.1,0,-1,0
2,5,48,87.1,0,41,37
2,10,48,87.1,0,41,37
2,0,114,5.4,0,-1,0
2,1,114,5.4,0,-1,0
2,5,114,5.4,0,55,39
2,10,114,5.4,1,48,39
2,0,152,87.6,0,-1,0
2,1,152,87.6,0,-1,0
2,5,152,87.6,0,55,36
2,10,152,87.6,0,48,36
2,0,39,26.2,0,-1,0
2,1,39,26.2,0,-1,0
2,5,39,26.2,0,41,42
2,10,39,26.2,0,41,42
2,0,26,60.4,0,-1,0
2,1,26,60.4,0,-1,0
2,5,26,60.4,0,41,44
2,10,26,60.4,0,41,44
2,0,111,73.0,0,-1,0
2,1,111,73.0,0,-1,0
2,5,111,73.0,0,55,41
2,10,111,73.0,0,48,41
2,0,146,85.8,0,-1,0
2,1,146,85.8,0,-1,0
2,5,146,85.8,0,55,35
2,10,146,85.8,0,48,35
2,0,115,86.8,0,-1,0
2,1,115,86.8,0,-1,0
2,5,115,86.8,0,55,41
2,10,115,86.8,0,48,41
2,0,118,87.4,0,-1,0
2,1,118,87.4,0,-1,0
2,5,118,87.4,0,55,39
2,10,118,87.4,0,48,39
2,0,100,52.3,0,-1,0
2,1,100,52.3,0,-1,0
2,5,100,52.3,0,41,-143
2,10,100,52.3,0,41,-143
2,0,167,19.6,0,-1,0
2,1,167,19.6,0,-1,0
2,5,167,19.6,0,55,35
2,10,167,19.6,0,48,39
2,0,136,49.9,0,-1,0
2,1,136,49.9,0,-1,0
2,5,136,49.9,0,55,37
2,10,136,49.9,0,48,39
2,0,116,34.7,0,-1,0
2,1,116,34.7,0,-1,0
2,5,116,34.7,0,55,42
2,10,116,34.7,0,48,42
2,0,144,73.8,0,-1,0
2,1,144,73.8,0,-1,0
2,5,144,73.8,0,55,31
2,10,144,73.8,0,48,35
2,0,134,14.2,0,-1,0
2,1,134,14.2,0,-1,0
2,5,134,14.2,0,55,34
2,10,134,14.2,0,48,38
2,0,17,76.4,0,-1,0
2,1,17,76.4,0,-1,0
2,5,17,76.4,0,41,40
2,10,17,76.4,0,41,40
2,0,12,45.2,0,-1,0
2,1,12,45.2,0,-1,0
2,5,12,45.2,0,41,42
2,10,12,45.2,0,41,42
2,0,25,67.9,0,-1,0
2,1,25,67.9,0,-1,0
2,5,25,67.9,0,41,41
2,10,25,67.9,0,41,41
2,0,59,97.5,0,-1,0
2,1,59,97.5,0,-1,0
2,5,59,97.5,0,41,37
2,10,59,97.5,0,41,37
2,0,108,6.8,0,-1,0
2,1,108,6.8,0,-1,0
2,5,108,6.8,0,55,41
2,10,108,6.8,1,48,41
2,0,85,99.9,0,-1,0
2,1,85,99.9,0,-1,0
2,5,85,99.9,0,41,-93
2,10,85,99.9,0,41,-93
2,0,175,0.7,0,-1,0
2,1,175,0.7,1,-1,0
2,5,175,0.7,1,55,36
2,10,175,0.7,1,48,36
2,0,173,13.7,0,-1,0
2,1,173,13.7,0,-1,0
2,5,173,13.7,0,55,39
2,10,173,13.7,0,48,39
2,0,161,38.1,0,-1,0
2,1,161,38.1,0,-1,0
2,5,161,38.1,0,55,38
2,10,161,38.1,0,48,40
2,0,50,35.2,0,-1,0
2,1,50,35.2,0,-1,0
2,5,50,35.2,0,41,42
2,10,50,35.2,0,41,42
2,0,197,68.5,0,-1,0
2,1,197,68.5,0,-1,0
2,5,197,68.5,0,55,-174
2,10,197,68.5,0,48,-174
2,0,98,74.0,0,-1,0
2,1,98,74.0,0,-1,0
2,5,98,74.0,0,41,-111
2,10,98,74.0,0,41,-111
3,0,203,0.0,0,-1,0
3,1,203,0.0,0,45,0
3,5,203,0.0,0,47,0
3,10,203,0.0,0,47,0
3,0,201,0.0,0,-1,0
3,1,201,0.0,0,43,0
3,5,201,0.0,0,45,0
3,10,201,0.0,0,45,0
3,0,202,0.0,0,-1,0
3,1,202,0.0,0,74,0
3,5,202,0.0,0,60,0
3,10,202,0.0,0,53,0
3,0,125,53.3,0,-1,0
3,1,125,53.3,0,74,36
3,5,125,53.3,0,60,40
3,10,125,53.3,0,53,40
3,0,12,68.7,0,-1,0
3,1,12,68.7,0,43,43
3,5,12,68.7,0,45,41
3,10,12,68.7,0,45,41
3,0,62,21.9,0,-1,0
3,1,62,21.9,0,43,37
3,5,62,21.9,0,45,37
3,10,62,21.9,0,45,37
3,0,200,84.6,0,-1,0
3,1,200,84.6,0,74,-127
3,5,200,84.6,0,60,-109
3,10,200,84.6,0,53,-109
3,0,175,76.8,0,-1,0
3,1,175,76.8,0,74,39
3,5,175,76.8,0,60,39
3,10,175,76.8,0,53,39
3,0,27,39.2,0,-1,0
3,1,27,39.2,0,43,38
3,5,27,39.2,0,45,38
3,10,27,39.2,0,45,38
3,0,14,87.6,0,-1,0
3,1,14,87.6,0,43,39
3,5,14,87.6,0,45,39
3,10,14,87.6,0,45,39
3,0,120,4.6,0,-1,0
3,1,120,4.6,0,74,36
3,5,120,4.6,1,60,39
3,10,120,4.6,1,53,39
3,0,169,81.4,0,-1,0
3,1,169,81.4,0,74,35
3,5,169,81.4,0,60,35
3,10,169,81.4,0,53,38
3,0,91,37.5,0,-1,0
3,1,91,37.5,0,43,-96
3,5,91,37.5,0,45,-96
3,10,91,37.5,0,45,-96
3,0,19,94.8,0,-1,0
3,1,19,94.8,0,43,36
3,5,19,94.8,0,45,36
3,10,19,94.8,0,45,36
3,0,96,90.8,0,-1,0
3,1,96,90.8,0,43,-171
3,5,96,90.8,0,45,-171
3,10,96,90.8,0,45,-171
3,0,73,48.5,0,-1,0
3,1,73,48.5,0,43,-97
3,5,73,48.5,0,45,-92
3,10,73,48.5,0,45,-92
3,0,171,45.3,0,-1,0
3,1,171,45.3,0,74,38
3,5,171,45.3,0,60,38
3,10,171,45.3,0,53,42
3,0,5,73.2,0,-1,0
3,1,5,73.2,0,43,42
3,5,5,73.2,0,45,38
3,10,5,73.2,0,45,38
