Population,ID,Prob,P,Q
6,39,1,52,37
6,39,5,45,37
6,39,10,53,37
6,82,0,48,-128
6,82,1,52,-128
6,82,5,45,-128
6,82,10,53,-128
6,129,0,52,39
6,129,1,56,39
6,129,5,49,39
6,129,10,57,39
6,91,0,48,-116
6,91,1,52,-116
6,91,5,45,-116
6,91,10,53,-116
6,35,0,48,40
6,35,1,52,40
6,35,5,45,40
6,35,10,53,40
6,22,0,48,43
6,22,1,52,43
6,22,10,53,43
6,187,0,52,41
6,187,1,56,41
6,187,5,49,41
6,187,10,57,41
6,25,0,48,39
6,25,1,52,39
6,25,5,45,39
6,25,10,53,39
6,87,0,48,-111
6,87,1,52,-111
6,87,5,45,-111
6,87,10,53,-111
6,141,0,52,36
6,141,1,56,36
6,141,5,49,36
6,141,10,57,32
6,92,0,48,-151
6,92,1,52,-151
6,92,5,45,-151
6,92,10,53,-151
6,143,0,52,39
6,143,1,56,39
6,143,5,49,39
6,143,10,57,39
6,123,0,52,39
6,123,1,56,39
6,123,5,49,39
6,182,0,52,36
6,182,1,56,36
6,182,5,49,36
6,100,0,48,-115
6,100,1,52,-115
6,100,5,45,-115
6,41,0,48,42
6,41,1,52,42
6,41,5,45,42
6,41,10,53,42
6,28,0,48,40
6,28,1,52,40
6,28,5,45,40
6,28,10,53,40
6,191,0,52,-123
6,191,1,56,-123
6,191,5,49,-123
6,191,10,57,-123
6,133,0,52,41
6,133,1,56,41
6,133,5,49,41
6,133,10,57,41
6,58,0,48,40
6,58,1,52,40
6,58,5,45,40
6,58,10,53,40
6,112,0,52,39
6,112,1,56,36
6,112,5,49,39
6,112,10,57,36
6,12,0,48,41
6,12,1,52,41
6,12,5,45,41
6,12,10,53,41
6,56,0,48,41
6,56,1,52,41
6,56,5,45,41
6,56,10,53,38
6,21,0,48,43
6,21,1,52,43
6,21,5,45,43
6,21,10,53,42
6,163,0,52,40
6,163,1,56,38
6,163,5,49,40
6,163,10,57,38
6,173,0,52,41
6,173,1,56,41
6,173,5,49,41
6,173,10,57,41
6,130,0,52,38
6,130,1,56,38
6,130,5,49,39
6,130,10,57,38
6,153,0,52,40
6,153,1,56,40
6,153,5,49,40
6,153,10,57,37
6,83,0,48,-202
6,83,5,45,-202
6,83,10,53,-202
6,175,0,52,44
6,175,1,56,44
6,175,5,49,44
6,175,10,57,44
6,2,0,48,42
6,2,1,52,42
6,2,5,45,42
6,2,10,53,42
6,38,0,48,38
6,38,1,52,38
6,38,5,45,38
6,38,10,53,38
6,160,0,52,35
6,160,1,56,35
6,160,5,49,39
6,160,10,57,35
6,53,0,48,42
6,53,1,52,42
6,53,5,45,42
6,53,10,53,42
6,27,0,48,38
6,27,1,52,38
6,27,5,45,38
6,27,10,53,38
6,74,0,48,-115
6,74,1,52,-97
6,74,5,45,-115
6,74,10,53,-130
6,127,0,52,38
6,127,1,56,38
6,127,5,49,40
6,81,0,48,-96
6,81,1,52,-96
6,81,5,45,-96
6,81,10,53,-96
6,40,0,48,39
6,40,1,52,39
6,40,5,45,39
6,40,10,53,39
6,42,0,48,39
6,42,1,52,39
6,42,5,45,39
6,42,10,53,39
6,50,0,48,38
6,50,1,52,38
6,50,5,45,38
6,50,10,53,38
6,31,0,48,39
6,31,1,52,39
6,31,5,45,39
6,31,10,53,39
6,170,0,52,40
6,170,1,56,40
6,170,5,49,40
6,170,10,57,40
6,107,0,52,32
6,107,1,56,32
6,107,5,49,32
6,107,10,57,32
6,150,0,52,42
6,150,1,56,42
6,150,5,49,42
6,150,10,57,42
6,149,0,52,42
6,149,1,56,42
6,149,5,49,42
6,149,10,57,42
6,89,0,48,-184
6,89,1,52,-184
6,89,5,45,-184
6,89,10,53,-184
6,54,0,48,37
6,54,1,52,37
6,54,5,45,37
6,54,10,53,37
6,183,0,52,37
6,183,1,56,37
6,183,5,49,37
6,183,10,57,36
6,18,0,48,33
6,18,1,52,33
6,18,5,45,33
6,18,10,53,33
6,78,0,48,-140
6,78,1,52,-140
6,78,5,45,-140
6,78,10,53,-140
6,96,0,48,-144
6,96,1,52,-144
6,96,5,45,-144
6,96,10,53,-144
6,144,0,52,41
6,144,1,56,41
6,144,10,57,41
6,119,0,52,43
6,119,1,56,43
6,119,5,49,43
6,119,10,57,43
6,80,0,48,-102
6,80,1,52,-102
6,80,5,45,-102
6,80,10,53,-102
6,166,0,52,37
6,166,1,56,37
6,166,5,49,37
6,164,0,52,38
6,164,1,56,38
6,164,5,49,38
6,164,10,57,38
6,157,0,52,39
6,157,1,56,39
6,157,10,57,39
6,97,0,48,-164
6,97,1,52,-164
6,97,5,45,-164
6,97,10,53,-164
6,93,0,48,-138
6,93,1,52,-138
6,93,5,45,-138
6,93,10,53,-138
6,120,0,52,39
6,120,1,56,39
6,120,5,49,39
6,120,10,57,39
6,193,0,52,-168
6,193,1,56,-168
6,193,5,49,-168
6,193,10,57,-168
6,45,0,48,35
6,45,1,52,33
6,45,5,45,35
6,45,10,53,33
6,117,0,52,40
6,117,1,56,40
6,117,5,49,40
6,117,10,57,40
6,180,0,52,38
6,180,1,56,38
6,180,5,49,38
6,180,10,57,38
6,158,0,52,41
6,158,1,56,41
6,158,5,49,41
6,158,10,57,41
6,109,0,52,41
6,109,1,56,41
6,109,5,49,41
6,109,10,57,41
6,142,0,52,41
6,142,1,56,38
6,142,5,49,41
6,142,10,57,38
6,148,0,52,36
6,148,1,56,36
6,148,5,49,36
6,168,0,52,38
6,168,1,56,38
6,168,5,49,38
6,168,10,57,38
6,197,0,52,-109
6,197,1,56,-109
6,197,5,49,-109
6,197,10,57,-109
6,72,0,48,-144
6,72,1,52,-144
6,72,5,45,-144
6,72,10,53,-144
6,44,0,48,40
6,44,1,52,40
6,44,10,53,40
6,15,0,48,39
6,15,1,52,39
6,15,5,45,42
6,108,0,52,36
6,108,1,56,36
6,108,5,49,38
6,108,10,57,36
6,23,0,48,37
6,23,1,52,37
6,23,5,45,37
6,23,10,53,37
6,118,0,52,41
6,118,5,49,41
6,118,10,57,41
6,24,0,48,38
6,24,1,52,38
6,24,10,53,38
6,9,0,48,38
6,9,1,52,38
6,9,5,45,38
6,9,10,53,38
6,139,0,52,41
6,139,1,56,41
6,139,5,49,41
6,139,10,57,41
6,17,0,48,40
6,17,1,52,40
6,17,5,45,40
6,17,10,53,40
6,145,0,52,41
6,145,1,56,41
6,145,5,49,41
6,145,10,57,41
6,178,0,52,41
6,178,1,56,41
6,178,5,49,41
6,178,10,57,41
6,36,0,48,39
6,36,1,52,39
6,36,5,45,39
6,36,10,53,39
6,30,0,48,40
6,30,1,52,40
6,30,5,45,40
6,30,10,53,40
6,132,0,52,39
6,132,1,56,36
6,132,5,49,39
6,156,0,52,38
6,156,1,56,38
6,156,5,49,38
6,156,10,57,38
6,114,0,52,41
6,114,1,56,41
6,114,5,49,43
6,114,10,57,41
6,33,0,48,37
6,33,1,52,37
6,33,5,45,37
6,33,10,53,37
6,46,0,48,40
6,46,1,52,40
6,46,5,45,40
6,46,10,53,40
6,171,0,52,42
6,171,1,56,42
6,171,5,49,42
6,171,10,57,42
6,70,0,48,-110
6,70,1,52,-110
6,70,5,45,-110
6,70,10,53,-93
6,126,0,52,40
6,126,1,56,40
6,126,5,49,40
6,126,10,57,40
6,105,0,52,37
6,105,1,56,37
6,105,5,49,37
6,105,10,57,37
6,192,0,52,-118
6,192,1,56,-132
6,192,5,49,-118
6,192,10,57,-132
6,111,0,52,41
6,111,1,56,41
6,111,5,49,41
6,111,10,57,41
6,73,0,48,-143
6,73,1,52,-143
6,73,5,45,-143
6,73,10,53,-143
6,135,0,52,43
6,135,1,56,43
6,135,5,49,43
6,135,10,57,43
6,189,0,52,40
6,189,1,56,40
6,189,5,49,40
6,189,10,57,40
6,20,0,48,42
6,20,1,52,42
6,20,5,45,42
6,20,10,53,40
6,136,0,52,36
6,136,1,56,36
6,136,5,49,36
6,136,10,57,36
6,131,0,52,44
6,131,1,56,44
6,131,5,49,44
6,131,10,57,44
6,179,0,52,42
6,179,1,56,42
6,179,5,49,42
6,179,10,57,42
6,103,0,52,41
6,103,1,56,41
6,103,5,49,41
6,103,10,57,41
6,95,0,48,-122
6,95,1,52,-122
6,95,5,45,-101
6,95,10,53,-122
6,7,0,48,39
6,7,1,52,37
6,7,5,45,39
6,7,10,53,37
6,159,0,52,36
6,159,1,56,36
6,159,5,49,36
6,159,10,57,32
6,63,0,48,38
6,63,1,52,38
6,63,5,45,38
6,63,10,53,38
6,174,0,52,42
6,174,1,56,42
6,174,5,49,42
6,176,0,52,43
6,176,1,56,43
6,176,5,49,43
6,176,10,57,43
6,57,0,48,42
6,57,1,52,42
6,57,5,45,42
6,57,10,53,42
6,84,0,48,-130
6,84,1,52,-130
6,84,5,45,-130
6,84,10,53,-130
6,194,0,52,-97
6,194,1,56,-114
6,194,5,49,-106
6,194,10,57,-114
6,1,0,48,41
6,1,1,52,41
6,1,5,45,41
6,1,10,53,41
6,98,0,48,-155
6,98,1,52,-155
6,98,5,45,-155
6,48,0,48,39
6,48,1,52,39
6,48,5,45,39
6,48,10,53,39
6,71,0,48,-151
6,71,1,52,-151
6,71,5,45,-151
6,71,10,53,-151
6,146,0,52,38
6,146,1,56,38
6,146,5,49,38
6,146,10,57,38
6,79,0,48,-180
6,79,1,52,-180
6,79,5,45,-180
6,79,10,53,-180
6,177,0,52,40
6,177,1,56,38
6,177,5,49,40
6,177,10,57,38
6,76,0,48,-144
6,76,1,52,-104
6,76,5,45,-144
6,76,10,53,-182
6,47,0,48,39
6,47,1,52,39
6,47,5,45,39
6,47,10,53,39
6,113,0,52,42
6,113,1,56,40
6,113,5,49,42
6,113,10,57,40
6,195,0,52,-126
6,195,1,56,-112
6,195,5,49,-126
6,195,10,57,-139
6,26,0,48,43
6,26,1,52,43
6,26,5,45,43
6,26,10,53,43
6,16,0,48,42
6,16,1,52,42
6,16,5,45,42
6,14,0,48,36
6,14,1,52,36
6,14,5,45,36
6,14,10,53,36
6,125,0,52,40
6,125,1,56,40
6,125,5,49,40
6,125,10,57,40
6,85,0,48,-148
6,85,1,52,-148
6,85,5,45,-148
6,85,10,53,-148
6,161,0,52,41
6,161,1,56,41
6,161,5,49,41
6,161,10,57,41
6,138,0,52,37
6,138,1,56,37
6,138,5,49,37
6,138,10,57,37
6,152,0,52,43
6,152,1,56,43
6,152,10,57,43
6,37,0,48,38
6,37,1,52,38
6,37,5,45,38
6,37,10,53,38
6,199,0,52,-157
6,199,1,56,-157
6,199,5,49,-104
6,52,0,48,40
6,52,1,52,37
6,52,10,53,37
6,137,0,52,42
6,137,1,56,42
6,137,5,49,42
6,137,10,57,42
6,3,0,48,41
6,3,1,52,41
6,3,5,45,41
6,3,10,53,39
6,181,0,52,35
6,181,1,56,35
6,181,5,49,35
6,181,10,57,35
6,86,0,48,-110
6,86,1,52,-115
6,86,5,45,-110
6,86,10,53,-115
6,116,0,52,36
6,116,1,56,36
6,116,5,49,36
6,116,10,57,36
6,162,0,52,40
6,162,1,56,38
6,162,5,49,40
6,162,10,57,38
6,106,0,52,39
6,106,1,56,39
6,106,5,49,39
6,106,10,57,39
6,34,0,48,35
6,34,1,52,35
6,34,5,45,35
6,34,10,53,35
6,94,0,48,-105
6,94,1,52,-105
6,94,5,45,-105
6,94,10,53,-105
6,29,0,48,42
6,29,1,52,42
6,29,5,45,42
6,29,10,53,42
6,140,0,52,43
6,140,1,56,43
6,140,5,49,43
6,140,10,57,43
6,200,0,52,-245
6,200,1,56,-245
6,200,5,49,-245
6,200,10,57,-245
6,115,0,52,40
6,115,1,56,40
6,115,5,49,40
6,115,10,57,40
6,51,0,48,42
6,51,1,52,42
6,51,5,45,42
6,51,10,53,42
6,4,0,48,40
6,4,1,52,40
6,4,5,45,40
6,88,0,48,-124
6,88,1,52,-124
6,88,5,45,-124
6,66,0,48,-100
6,66,1,52,-100
7,203,0,59,0
7,203,1,61,0
7,203,5,53,0
7,203,10,64,0
7,202,0,61,0
7,202,1,63,0
7,202,5,55,0
7,202,10,66,0
7,201,0,57,0
7,201,1,59,0
7,201,5,51,0
7,201,10,62,0
7,198,0,61,-132
7,198,1,63,-132
7,198,5,55,-132
7,198,10,66,-132
7,70,0,57,-134
7,70,1,59,-134
7,70,5,51,-134
7,184,0,61,37
7,184,1,63,37
7,184,5,55,37
7,184,10,66,37
7,119,0,61,40
7,119,1,63,40
7,119,5,55,40
7,119,10,66,40
7,64,0,57,43
7,64,1,59,43
7,64,5,51,43
7,64,10,62,40
7,191,0,61,-136
7,191,1,63,-136
7,191,5,55,-136
7,191,10,66,-136
7,169,0,61,41
7,169,1,63,41
7,169,5,55,41
7,169,10,66,41
7,71,0,57,-113
7,71,1,59,-113
7,71,5,51,-113
7,71,10,62,-113
7,136,0,61,39
7,136,1,63,39
7,136,5,55,41
7,123,0,61,38
7,123,1,63,38
7,123,5,55,38
7,123,10,66,38
7,103,0,61,38
7,103,1,63,38
7,103,5,55,38
7,103,10,66,38
7,112,0,61,39
7,112,1,63,39
7,112,5,55,39
7,112,10,66,39
7,141,0,61,37
7,141,1,63,37
7,141,5,55,38
7,141,10,66,37
7,25,0,57,42
7,25,1,59,42
7,25,5,51,43
7,25,10,62,42
7,18,0,57,38
7,18,1,59,38
7,18,5,51,41
7,18,10,62,38
7,60,0,57,35
7,60,1,59,35
7,60,5,51,38
7,60,10,62,35
7,151,0,61,33
7,151,1,63,33
7,151,5,55,33
7,151,10,66,33
7,121,0,61,40
7,121,1,63,40
7,121,5,55,40
7,121,10,66,40
7,181,0,61,36
7,181,1,63,36
7,181,5,55,38
7,181,10,66,36
7,190,0,61,34
7,190,1,63,34
7,190,5,55,36
7,190,10,66,34
7,159,0,61,37
7,159,1,63,37
7,159,5,55,37
7,159,10,66,37
7,147,0,61,38
7,147,1,63,38
7,147,5,55,38
7,147,10,66,38
7,95,0,57,-171
7,95,1,59,-171
7,95,5,51,-171
7,95,10,62,-171
7,90,0,57,-120
7,90,1,59,-120
7,90,5,51,-120
7,90,10,62,-120
7,34,0,57,42
7,34,1,59,42
7,34,5,51,44
7,34,10,62,42
7,96,0,57,-103
7,96,1,59,-113
7,96,5,51,-108
7,96,10,62,-113
7,140,0,61,32
7,140,1,63,32
7,140,5,55,32
7,140,10,66,32
7,89,0,57,-142
7,89,1,59,-142
7,89,5,51,-142
7,89,10,62,-158
7,85,0,57,-128
7,85,1,59,-128
7,85,5,51,-128
7,85,10,62,-128
7,192,0,61,-154
7,192,1,63,-154
7,192,5,55,-154
7,192,10,66,-154
7,7,0,57,36
7,7,1,59,36
7,7,5,51,38
7,7,10,62,36
7,1,0,57,39
7,1,1,59,39
7,1,5,51,39
7,1,10,62,35
7,63,0,57,40
7,63,1,59,40
7,63,5,51,40
7,63,10,62,40
7,6,0,57,35
7,6,1,59,35
7,6,5,51,37
7,6,10,62,35
7,146,0,61,34
7,146,1,63,34
7,146,5,55,38
7,146,10,66,34
7,149,0,61,38
7,149,1,63,38
7,149,5,55,38
7,149,10,66,38
7,20,0,57,32
7,20,1,59,32
7,20,5,51,36
7,20,10,62,32
7,27,0,57,42
7,27,1,59,42
7,27,5,51,42
7,27,10,62,41
7,165,0,61,37
7,165,1,63,37
7,165,5,55,38
7,165,10,66,37
7,84,0,57,-106
7,84,1,59,-106
7,84,5,51,-106
7,84,10,62,-106
7,172,0,61,36
7,172,1,63,36
7,172,5,55,40
7,172,10,66,36
7,87,0,57,-82
7,87,1,59,-97
7,87,5,51,-90
7,87,10,62,-97
7,114,0,61,35
7,114,1,63,35
7,114,5,55,35
7,152,0,61,39
7,152,1,63,39
7,152,5,55,39
7,152,10,66,39
7,68,0,57,-169
7,68,1,59,-169
7,68,5,51,-169
7,68,10,62,-169
7,135,0,61,36
7,135,1,63,36
7,135,5,55,39
7,135,10,66,36
7,50,0,57,38
7,50,1,59,38
7,50,5,51,38
7,50,10,62,36
7,86,0,57,-155
7,86,1,59,-155
7,86,5,51,-155
7,197,0,61,-118
7,197,1,63,-118
7,197,5,55,-118
7,197,10,66,-118
7,2,0,57,41
7,2,1,59,41
7,2,5,51,41
7,2,10,62,41
7,111,0,61,40
7,111,1,63,40
7,111,5,55,40
7,111,10,66,39
7,81,0,57,-117
7,81,1,59,-117
7,81,5,51,-117
7,81,10,62,-117
7,75,0,57,-94
7,75,1,59,-145
7,75,5,51,-121
7,75,10,62,-145
7,76,0,57,-137
7,76,1,59,-137
7,76,5,51,-137
7,76,10,62,-137
7,200,0,61,-151
7,200,1,63,-151
7,200,5,55,-100
7,200,10,66,-151
7,42,0,57,36
7,42,1,59,36
7,42,5,51,36
7,42,10,62,36
7,35,0,57,40
7,35,1,59,40
7,35,5,51,40
7,35,10,62,40
7,138,0,61,38
7,138,1,63,38
7,138,5,55,38
7,138,10,66,36
7,58,0,57,40
7,58,1,59,40
7,58,5,51,40
7,58,10,62,40
7,142,0,61,39
7,142,1,63,36
7,142,5,55,39
7,142,10,66,36
7,19,0,57,41
7,19,1,59,41
7,19,5,51,41
7,19,10,62,41
7,145,0,61,42
7,145,1,63,42
7,145,5,55,42
7,145,10,66,42
7,148,0,61,42
7,148,1,63,42
7,148,5,55,42
7,73,0,57,-104
7,73,1,59,-104
7,73,5,51,-98
7,73,10,62,-104
7,150,0,61,40
7,150,1,63,40
7,150,5,55,40
7,150,10,66,40
7,14,0,57,41
7,14,1,59,41
7,14,5,51,41
7,14,10,62,41
7,126,0,61,36
7,126,1,63,36
7,126,5,55,39
7,126,10,66,36
7,189,0,61,35
7,189,1,63,35
7,189,5,55,35
7,189,10,66,32
7,49,0,57,37
7,49,1,59,37
7,49,5,51,39
7,49,10,62,37
7,55,0,57,41
7,55,1,59,41
7,55,5,51,41
7,55,10,62,38
7,182,0,61,39
7,182,1,63,39
7,182,5,55,39
7,182,10,66,38
7,44,0,57,35
7,44,1,59,35
7,44,5,51,35
7,44,10,62,33
7,30,0,57,39
7,30,1,59,39
7,30,5,51,41
7,30,10,62,39
7,77,0,57,-111
7,77,1,59,-111
7,77,5,51,-111
7,77,10,62,-111
7,82,0,57,-142
7,82,1,59,-142
7,82,5,51,-122
7,93,0,57,-119
7,93,1,59,-119
7,93,5,51,-98
7,158,0,61,40
7,158,1,63,40
7,158,5,55,40
7,158,10,66,40
7,92,0,57,-115
7,92,1,59,-126
7,92,5,51,-115
7,92,10,62,-126
7,26,0,57,42
7,26,1,59,42
7,26,10,62,42
7,176,0,61,40
7,176,1,63,38
7,176,5,55,40
7,176,10,66,38
7,69,0,57,-132
7,69,1,59,-132
7,69,5,51,-132
7,69,10,62,-132
7,156,0,61,39
7,156,1,63,39
7,156,5,55,39
7,156,10,66,39
7,79,0,57,-115
7,79,1,59,-115
7,79,5,51,-102
7,79,10,62,-115
7,128,0,61,39
7,128,1,63,39
7,128,5,55,39
7,66,0,57,-116
7,66,1,59,-116
7,66,5,51,-116
7,66,10,62,-91
7,162,0,61,41
7,162,1,63,41
7,162,5,55,41
7,162,10,66,41
7,195,0,61,-164
7,195,1,63,-164
7,195,5,55,-164
7,195,10,66,-164
7,116,0,61,39
7,116,1,63,39
7,116,5,55,39
7,116,10,66,39
7,166,0,61,42
7,166,1,63,42
7,166,5,55,42
7,166,10,66,42
7,137,0,61,36
7,137,1,63,36
7,137,5,55,38
7,137,10,66,36
7,113,0,61,37
7,113,1,63,37
7,113,5,55,37
7,54,0,57,36
7,54,1,59,36
7,54,5,51,36
7,54,10,62,34
7,109,0,61,38
7,109,1,63,38
7,109,10,66,38
7,143,0,61,39
7,143,1,63,39
7,143,5,55,39
7,143,10,66,39
7,187,0,61,36
7,187,1,63,36
7,187,10,66,32
7,33,0,57,39
7,33,1,59,39
7,33,5,51,39
7,33,10,62,36
7,104,0,61,40
7,104,1,63,40
7,104,5,55,40
7,104,10,66,40
7,153,0,61,37
7,153,1,63,37
7,153,5,55,39
7,153,10,66,37
7,74,0,57,-173
7,74,1,59,-173
7,74,5,51,-173
7,74,10,62,-173
7,45,0,57,38
7,45,1,59,38
7,45,10,62,38
7,94,0,57,-127
7,94,1,59,-127
7,94,5,51,-127
7,22,0,57,37
7,22,1,59,35
7,22,5,51,37
7,22,10,62,35
7,124,0,61,42
7,124,1,63,42
7,124,5,55,42
7,124,10,66,40
7,160,0,61,39
7,160,1,63,39
7,160,5,55,39
7,160,10,66,39
7,12,0,57,43
7,12,1,59,43
7,12,5,51,43
7,31,0,57,40
7,31,1,59,40
7,31,5,51,42
7,31,10,62,40
7,179,0,61,40
7,179,1,63,40
7,179,5,55,40
7,183,0,61,37
7,183,1,63,37
7,183,5,55,41
7,183,10,66,37
7,56,0,57,38
7,56,1,59,38
7,56,5,51,38
7,38,0,57,37
7,38,1,59,37
7,38,5,51,40
7,38,10,62,37
7,65,0,57,41
7,65,1,59,41
7,65,10,62,41
7,131,0,61,37
7,131,1,63,37
7,131,5,55,37
7,131,10,66,35
7,91,0,57,-126
7,91,1,59,-150
7,91,5,51,-126
7,91,10,62,-150
7,15,0,57,42
7,15,1,59,42
7,15,5,51,42
7,15,10,62,42
7,155,0,61,40
7,155,1,63,40
7,155,5,55,40
7,170,0,61,36
7,170,1,63,36
7,170,5,55,39
7,170,10,66,36
7,53,0,57,40
7,53,1,59,40
7,53,5,51,40
7,53,10,62,36
7,134,0,61,39
7,134,1,63,39
7,134,5,55,41
7,134,10,66,39
7,98,0,57,-189
7,98,1,59,-189
7,98,5,51,-149
7,98,10,62,-189
7,171,0,61,37
7,171,1,63,37
7,171,5,55,37
7,171,10,66,37
7,23,0,57,39
7,23,1,59,39
7,23,5,51,39
7,23,10,62,39
7,186,0,61,41
7,186,1,63,41
7,186,5,55,41
7,186,10,66,41
7,67,0,57,-153
7,67,5,51,-153
7,67,10,62,-153
7,83,0,57,-125
7,83,1,59,-125
7,83,5,51,-125
7,83,10,62,-112
7,36,0,57,39
7,36,1,59,39
7,36,5,51,39
7,36,10,62,39
7,17,0,57,35
7,17,1,59,35
7,17,5,51,37
7,17,10,62,35
7,78,0,57,-117
7,78,1,59,-117
7,78,5,51,-104
7,78,10,62,-117
7,5,0,57,40
7,5,1,59,40
7,5,5,51,40
7,5,10,62,36
7,29,0,57,39
7,29,1,59,39
7,29,5,51,39
7,29,10,62,39
7,16,0,57,42
7,16,1,59,42
7,16,5,51,42
7,16,10,62,42
7,4,0,57,39
7,4,1,59,39
7,4,5,51,39
7,4,10,62,39
7,120,0,61,36
7,120,1,63,36
7,120,5,55,39
7,72,0,57,-134
7,72,1,59,-134
7,72,5,51,-134
7,72,10,62,-107
7,8,0,57,44
7,8,1,59,44
7,8,5,51,44
7,8,10,62,41
7,154,0,61,40
7,154,1,63,40
7,154,5,55,40
7,154,10,66,40
7,163,0,61,43
7,163,1,63,43
7,163,5,55,43
7,163,10,66,43
7,37,0,57,35
7,37,1,59,35
7,37,5,51,39
7,161,0,61,35
7,161,1,63,35
7,161,5,55,39
7,161,10,66,35
7,57,0,57,32
7,57,1,59,32
7,57,5,51,32
7,57,10,62,31
7,168,0,61,38
7,168,1,63,38
7,168,5,55,40
7,168,10,66,38
7,185,0,61,43
7,185,1,63,43
7,185,5,55,43
7,185,10,66,43
7,24,0,57,40
7,24,1,59,40
7,24,5,51,41
7,24,10,62,40
7,175,0,61,38
7,175,5,55,38
7,175,10,66,38
7,3,0,57,37
7,3,1,59,37
7,3,5,51,37
7,3,10,62,37
7,130,0,61,40
7,130,1,63,40
7,130,5,55,40
7,130,10,66,40
7,28,0,57,39
7,28,1,59,39
7,28,5,51,41
7,28,10,62,39
7,173,0,61,39
7,173,1,63,39
7,173,5,55,39
7,173,10,66,39
7,99,0,57,-119
7,99,1,59,-119
7,99,10,62,-119
7,117,0,61,40
7,117,1,63,40
7,117,5,55,42
7,117,10,66,40
7,115,0,61,38
7,115,1,63,34
7,115,5,55,38
7,115,10,66,34
7,41,0,57,41
7,41,1,59,41
7,41,5,51,42
7,41,10,62,41
7,80,0,57,-199
7,80,1,59,-199
7,80,5,51,-199
7,80,10,62,-199
7,178,0,61,39
7,178,1,63,39
7,178,5,55,39
7,178,10,66,39
7,47,0,57,42
7,47,1,59,42
7,47,5,51,42
7,47,10,62,42
7,32,0,57,42
7,32,1,59,42
7,32,5,51,42
7,32,10,62,42
7,11,0,57,41
7,11,1,59,41
7,11,5,51,41
7,11,10,62,37
7,88,0,57,-108
7,88,1,59,-108
7,88,5,51,-101
7,88,10,62,-108
7,97,0,57,-127
7,97,1,59,-155
7,97,5,51,-127
7,97,10,62,-155
7,139,0,61,36
7,139,1,63,36
7,139,5,55,36
7,139,10,66,36
7,122,0,61,36
7,122,1,63,36
7,122,10,66,35
7,48,0,57,38
7,48,1,59,38
7,48,5,51,38
7,48,10,62,38
7,102,0,61,39
7,102,1,63,39
7,102,5,55,39
7,102,10,66,39
7,39,0,57,34
7,39,1,59,34
7,39,5,51,36
7,39,10,62,34
7,40,0,57,41
7,40,1,59,41
7,40,10,62,41
7,62,0,57,39
7,62,1,59,37
7,62,5,51,39
7,188,0,61,38
7,188,1,63,38
7,188,5,55,38
7,61,0,57,39
7,61,1,59,39
7,61,5,51,39
7,106,0,61,43
7,106,1,63,43
7,106,5,55,43
7,106,10,66,43
7,43,0,57,38
7,43,1,59,38
7,43,5,51,38
7,43,10,62,38
7,199,0,61,-112
7,199,1,63,-112
7,199,5,55,-94
7,199,10,66,-112
7,21,0,57,39
7,21,1,59,39
7,21,5,51,39
7,21,10,62,39
7,167,0,61,38
7,167,1,63,38
7,167,5,55,40
7,167,10,66,38
7,127,0,61,39
7,127,1,63,39
7,127,10,66,37
7,108,0,61,39
7,108,1,63,39
7,108,5,55,39
7,108,10,66,39
7,105,0,61,33
7,105,1,63,33
7,105,5,55,37
7,105,10,66,33
7,13,0,57,42
7,13,1,59,42
7,13,5,51,42
7,13,10,62,42
7,46,0,57,39
7,46,1,59,39
7,46,5,51,39
7,46,10,62,39
7,193,0,61,-132
7,193,1,63,-132
7,193,5,55,-132
7,125,0,61,40
7,125,1,63,39
7,125,5,55,40
7,125,10,66,39
7,177,0,61,39
7,177,1,63,39
7,177,5,55,39
7,177,10,66,39
7,164,0,61,34
7,164,1,63,34
7,164,5,55,36
7,164,10,66,34
7,194,0,61,-139
7,194,1,63,-139
7,194,5,55,-125
7,194,10,66,-139
7,133,0,61,40
7,133,1,63,40
7,133,5,55,40
7,133,10,66,40
7,196,0,61,-164
7,196,1,63,-164
7,196,5,55,-164
7,196,10,66,-164
7,100,0,57,-129
7,100,1,59,-129
7,100,5,51,-129
7,100,10,62,-129
7,118,0,61,40
7,118,1,63,40
7,118,5,55,40
7,118,10,66,39
7,129,0,61,39
7,129,1,63,39
7,129,5,55,39
7,129,10,66,39
7,59,0,57,38
7,59,1,59,38
7,59,5,51,38
7,59,10,62,35
7,132,0,61,35
7,132,1,63,35
7,132,5,55,35
7,132,10,66,35
7,174,0,61,42
7,174,1,63,42
7,174,5,55,42
7,174,10,66,42
7,144,0,61,38
7,144,1,63,38
7,144,5,55,40
7,144,10,66,38
7,180,0,61,36
7,180,1,63,36
7,180,5,55,39
7,180,10,66,36
7,157,0,61,41
7,157,1,63,41
7,157,5,55,41
7,157,10,66,37
7,101,0,61,34
7,101,1,63,34
7,101,5,55,36
7,101,10,66,34
7,107,0,61,41
7,107,1,63,41
7,107,5,55,41
7,107,10,66,41
7,51,0,57,36
7,51,1,59,36
7,51,5,51,38
7,51,10,62,36
7,52,0,57,37
7,52,1,59,37
7,52,5,51,37
7,52,10,62,37
7,9,0,57,37
7,9,1,59,37
7,9,5,51,37
7,9,10,62,34
7,10,0,57,41
7,10,1,59,41
7,10,5,51,42
7,10,10,62,41
7,110,0,61,38
7,110,1,63,38
7,110,10,66,38
8,203,0,53,0
8,203,1,56,0
8,203,5,53,0
8,203,10,60,0
8,201,0,51,0
