pop,dos,id,rblock,blocked,p,q
4,10,127,30.1,0,56,39
4,10,128,52.5,0,56,39
4,10,129,27.8,0,56,35
4,10,130,46.9,0,56,36
4,10,131,45.0,0,56,39
4,10,132,27.2,0,56,39
4,10,133,63.8,0,56,38
4,10,134,15.2,0,56,39
4,10,135,3.4,1,56,38
4,10,136,8.7,1,56,41
4,10,137,35.6,0,56,40
4,10,138,57.0,0,56,37
4,10,139,17.2,0,56,36
4,10,140,48.8,0,56,40
4,10,141,33.2,0,56,38
4,10,142,16.2,0,56,33
4,10,143,71.3,0,56,41
4,10,144,90.4,0,56,32
4,10,145,71.1,0,56,41
4,10,146,61.3,0,56,42
4,10,147,16.5,0,56,39
4,10,148,26.7,0,56,37
4,10,149,67.0,0,56,41
4,10,150,35.3,0,56,37
4,10,151,45.2,0,56,41
4,10,152,55.0,0,56,36
4,10,153,26.4,0,56,42
4,10,154,25.5,0,56,37
4,10,155,98.0,0,56,37
4,10,156,73.8,0,56,37
4,10,157,83.9,0,56,39
4,10,158,1.6,1,56,41
4,10,159,52.4,0,56,39
4,10,160,74.9,0,56,41
4,10,161,51.7,0,56,31
4,10,162,73.2,0,56,37
4,10,163,42.9,0,56,41
4,10,164,79.3,0,56,44
4,10,165,23.8,0,56,35
4,10,166,16.8,0,56,41
4,10,167,62.9,0,56,34
4,10,168,67.0,0,56,33
4,10,169,87.9,0,56,37
4,10,170,21.4,0,56,39
4,10,171,98.0,0,56,38
4,10,172,51.6,0,56,38
4,10,173,93.2,0,56,41
4,10,174,3.6,1,56,40
4,10,175,41.2,0,56,40
4,10,176,48.0,0,56,40
4,10,177,24.9,0,56,38
4,10,178,41.8,0,56,36
4,10,179,39.7,0,56,38
4,10,180,85.3,0,56,38
4,10,181,35.8,0,56,39
4,10,182,79.2,0,56,40
4,10,183,23.0,0,56,35
4,10,184,13.5,0,56,38
4,10,185,83.9,0,56,40
4,10,186,46.6,0,56,36
4,10,187,63.2,0,56,34
4,10,188,53.7,0,56,42
4,10,189,27.6,0,56,42
4,10,190,53.6,0,56,39
4,10,191,16.5,0,56,-147
4,10,192,43.5,0,56,-98
4,10,193,26.0,0,56,-124
4,10,194,99.8,0,56,-119
4,10,195,96.5,0,56,-144
4,10,196,25.8,0,56,-143
4,10,197,97.6,0,56,-112
4,10,198,53.8,0,56,-87
4,10,199,29.4,0,56,-125
4,10,200,31.8,0,56,-136
4,10,201,84.5,0,52,0
4,10,202,53.0,0,56,0
4,10,203,40.0,0,54,0
5,0,1,10.9,0,55,37
5,0,2,48.7,0,55,40
5,0,3,87.9,0,55,38
5,0,4,40.4,0,55,36
5,0,5,21.2,0,55,38
5,0,6,11.0,0,55,36
5,0,7,26.8,0,55,38
5,0,8,69.2,0,55,42
5,0,9,33.7,0,55,38
5,0,10,52.0,0,55,37
5,0,11,55.5,0,55,41
5,0,12,33.5,0,55,42
5,0,13,96.6,0,55,36
5,0,14,39.7,0,55,35
5,0,15,41.8,0,55,42
5,0,16,32.8,0,55,43
5,0,17,5.8,0,55,34
5,0,18,50.9,0,55,35
5,0,19,42.7,0,55,36
5,0,20,18.1,0,55,41
5,0,21,40.8,0,55,40
5,0,22,62.1,0,55,39
5,0,23,53.1,0,55,40
5,0,24,1.4,0,55,37
5,0,25,39.0,0,55,37
5,0,26,91.5,0,55,40
5,0,27,17.7,0,55,36
5,0,28,41.4,0,55,36
5,0,29,57.9,0,55,41
5,0,30,40.1,0,55,38
5,0,31,55.7,0,55,41
5,0,32,53.9,0,55,40
5,0,33,74.5,0,55,41
5,0,34,84.3,0,55,40
5,0,35,48.3,0,55,40
5,0,36,98.3,0,55,36
5,0,37,73.5,0,55,37
5,0,38,68.6,0,55,36
5,0,39,39.4,0,55,40
5,0,40,88.8,0,55,39
5,0,41,73.1,0,55,37
5,0,42,48.0,0,55,35
5,0,43,98.8,0,55,40
5,0,44,81.5,0,55,37
5,0,45,38.0,0,55,38
5,0,46,32.1,0,55,40
5,0,47,98.6,0,55,41
5,0,48,86.9,0,55,42
5,0,49,31.4,0,55,36
5,0,50,78.0,0,55,41
5,0,51,52.1,0,55,39
5,0,52,57.1,0,55,36
5,0,53,54.4,0,55,40
5,0,54,85.5,0,55,37
5,0,55,66.3,0,55,39
5,0,56,99.3,0,55,37
5,0,57,22.7,0,55,40
5,0,58,40.5,0,55,39
5,0,59,56.4,0,55,35
5,0,60,64.0,0,55,40
5,0,61,32.2,0,55,36
5,0,62,60.9,0,55,36
5,0,63,74.0,0,55,42
5,0,64,59.2,0,55,42
5,0,65,61.9,0,55,36
5,0,66,91.3,0,55,-119
5,0,67,97.6,0,55,-163
5,0,68,39.4,0,55,-99
5,0,69,65.0,0,55,-119
5,0,70,98.9,0,55,-103
5,0,71,36.2,0,55,-108
5,0,72,20.3,0,55,-120
5,0,73,97.3,0,55,-155
5,0,74,19.6,0,55,-105
5,0,75,95.9,0,55,-128
5,0,76,68.8,0,55,-85
5,0,77,34.2,0,55,-120
5,0,78,4.6,0,55,-116
5,0,79,59.4,0,55,-124
5,0,80,18.7,0,55,-216
5,0,81,25.4,0,55,-120
5,0,82,17.1,0,55,-145
5,0,83,27.9,0,55,-111
5,0,84,61.2,0,55,-142
5,0,85,36.9,0,55,-102
5,0,86,29.5,0,55,-120
5,0,87,76.9,0,55,-133
5,0,88,61.2,0,55,-156
5,0,89,32.0,0,55,-111
5,0,90,71.3,0,55,-121
5,0,91,73.7,0,55,-120
5,0,92,49.0,0,55,-187
5,0,93,39.1,0,55,-113
5,0,94,77.2,0,55,-117
5,0,95,8.5,0,55,-114
5,0,96,37.2,0,55,-102
5,0,97,58.2,0,55,-116
5,0,98,85.1,0,55,-163
5,0,99,88.6,0,55,-163
5,0,100,13.3,0,55,-107
5,0,101,54.4,0,62,40
5,0,102,35.4,0,62,39
5,0,103,44.6,0,62,36
5,0,104,57.0,0,62,36
5,0,105,90.5,0,62,39
5,0,106,19.9,0,62,43
5,0,107,0.3,0,62,41
5,0,108,33.8,0,62,37
5,0,109,46.4,0,62,40
5,0,110,31.7,0,62,39
5,0,111,55.5,0,62,35
5,0,112,13.6,0,62,37
5,0,113,77.1,0,62,38
5,0,114,64.9,0,62,38
5,0,115,30.9,0,62,41
5,0,116,64.1,0,62,35
5,0,117,57.9,0,62,42
5,0,118,15.4,0,62,39
5,0,119,26.6,0,62,38
5,0,120,71.0,0,62,40
5,0,121,68.4,0,62,44
5,0,122,31.0,0,62,38
5,0,123,43.6,0,62,40
5,0,124,31.8,0,62,41
5,0,125,63.3,0,62,41
5,0,126,63.3,0,62,35
5,0,127,17.2,0,62,39
5,0,128,76.5,0,62,40
5,0,129,82.4,0,62,39
5,0,130,69.1,0,62,39
5,0,131,14.8,0,62,40
5,0,132,63.2,0,62,45
5,0,133,47.2,0,62,38
5,0,134,11.9,0,62,35
5,0,135,45.2,0,62,38
5,0,136,98.4,0,62,36
5,0,137,96.2,0,62,38
5,0,138,14.7,0,62,39
5,0,139,31.5,0,62,40
5,0,140,33.9,0,62,35
5,0,141,7.7,0,62,36
5,0,142,12.7,0,62,38
5,0,143,96.7,0,62,39
5,0,144,88.2,0,62,41
5,0,145,60.8,0,62,37
5,0,146,56.2,0,62,31
5,0,147,12.4,0,62,40
5,0,148,43.7,0,62,43
5,0,149,84.2,0,62,36
5,0,150,14.4,0,62,35
5,0,151,60.1,0,62,40
5,0,152,69.0,0,62,42
5,0,153,42.6,0,62,39
5,0,154,29.0,0,62,43
5,0,155,55.7,0,62,42
5,0,156,16.7,0,62,39
5,0,157,11.2,0,62,37
5,0,158,68.8,0,62,38
5,0,159,86.2,0,62,37
5,0,160,47.1,0,62,34
5,0,161,88.6,0,62,40
5,0,162,34.1,0,62,35
5,0,163,10.6,0,62,37
5,0,164,26.3,0,62,39
5,0,165,96.2,0,62,33
5,0,166,62.2,0,62,41
5,0,167,72.0,0,62,39
5,0,168,50.5,0,62,39
5,0,169,17.4,0,62,35
5,0,170,82.4,0,62,38
5,0,171,74.4,0,62,38
5,0,172,45.4,0,62,36
5,0,173,22.9,0,62,38
5,0,174,72.1,0,62,36
5,0,175,70.6,0,62,40
5,0,176,90.9,0,62,41
5,0,177,34.9,0,62,38
5,0,178,63.1,0,62,36
5,0,179,14.6,0,62,38
5,0,180,21.5,0,62,38
5,0,181,79.3,0,62,35
5,0,182,48.0,0,62,38
5,0,183,25.5,0,62,39
5,0,184,51.7,0,62,35
5,0,185,74.9,0,62,38
5,0,186,37.6,0,62,39
5,0,187,15.6,0,62,39
5,0,188,76.9,0,62,38
5,0,189,11.4,0,62,37
5,0,190,18.0,0,62,34
5,0,191,30.1,0,62,-125
5,0,192,0.2,0,62,-153
5,0,193,64.9,0,62,-124
5,0,194,58.7,0,62,-165
5,0,195,50.8,0,62,-139
5,0,196,33.6,0,62,-133
5,0,197,1.0,0,62,-105
5,0,198,20.4,0,62,-136
5,0,199,12.2,0,62,-172
5,0,200,25.5,0,62,-123
5,0,201,16.7,0,55,0
5,0,202,14.0,0,62,0
5,0,203,79.9,0,57,0
5,1,1,10.9,0,55,37
5,1,2,48.7,0,55,40
5,1,3,87.9,0,55,38
5,1,4,40.4,0,55,36
5,1,5,21.2,0,55,38
5,1,6,11.0,0,55,36
5,1,7,26.8,0,55,38
5,1,8,69.2,0,55,42
5,1,9,33.7,0,55,38
5,1,10,52.0,0,55,37
5,1,11,55.5,0,55,41
5,1,12,33.5,0,55,42
5,1,13,96.6,0,55,36
5,1,14,39.7,0,55,35
5,1,15,41.8,0,55,42
5,1,16,32.8,0,55,43
5,1,17,5.8,0,55,34
5,1,18,50.9,0,55,35
5,1,19,42.7,0,55,36
5,1,20,18.1,0,55,41
5,1,21,40.8,0,55,40
5,1,22,62.1,0,55,39
5,1,23,53.1,0,55,40
5,1,24,1.4,0,55,37
5,1,25,39.0,0,55,37
5,1,26,91.5,0,55,40
5,1,27,17.7,0,55,36
5,1,28,41.4,0,55,36
5,1,29,57.9,0,55,41
5,1,30,40.1,0,55,38
5,1,31,55.7,0,55,41
5,1,32,53.9,0,55,40
5,1,33,74.5,0,55,41
5,1,34,84.3,0,55,40
5,1,35,48.3,0,55,40
5,1,36,98.3,0,55,36
5,1,37,73.5,0,55,37
5,1,38,68.6,0,55,36
5,1,39,39.4,0,55,40
5,1,40,88.8,0,55,39
5,1,41,73.1,0,55,37
5,1,42,48.0,0,55,35
5,1,43,98.8,0,55,40
5,1,44,81.5,0,55,37
5,1,45,38.0,0,55,38
5,1,46,32.1,0,55,40
5,1,47,98.6,0,55,41
5,1,48,86.9,0,55,42
5,1,49,31.4,0,55,36
5,1,50,78.0,0,55,41
5,1,51,52.1,0,55,39
5,1,52,57.1,0,55,36
5,1,53,54.4,0,55,40
5,1,54,85.5,0,55,37
5,1,55,66.3,0,55,39
5,1,56,99.3,0,55,37
5,1,57,22.7,0,55,40
5,1,58,40.5,0,55,39
5,1,59,56.4,0,55,35
5,1,60,64.0,0,55,40
5,1,61,32.2,0,55,36
5,1,62,60.9,0,55,36
5,1,63,74.0,0,55,42
5,1,64,59.2,0,55,42
5,1,65,61.9,0,55,36
5,1,66,91.3,0,55,-119
5,1,67,97.6,0,55,-163
5,1,68,39.4,0,55,-99
5,1,69,65.0,0,55,-119
5,1,70,98.9,0,55,-103
5,1,71,36.2,0,55,-108
5,1,72,20.3,0,55,-120
5,1,73,97.3,0,55,-155
5,1,74,19.6,0,55,-105
5,1,75,95.9,0,55,-128
5,1,76,68.8,0,55,-85
5,1,77,34.2,0,55,-120
5,1,78,4.6,0,55,-116
5,1,79,59.4,0,55,-124
5,1,80,18.7,0,55,-216
5,1,81,25.4,0,55,-120
5,1,82,17.1,0,55,-145
5,1,83,27.9,0,55,-111
5,1,84,61.2,0,55,-142
5,1,85,36.9,0,55,-102
5,1,86,29.5,0,55,-120
5,1,87,76.9,0,55,-133
5,1,88,61.2,0,55,-156
5,1,89,32.0,0,55,-111
5,1,90,71.3,0,55,-121
5,1,91,73.7,0,55,-120
5,1,92,49.0,0,55,-187
5,1,93,39.1,0,55,-113
5,1,94,77.2,0,55,-117
5,1,95,8.5,0,55,-114
5,1,96,37.2,0,55,-102
5,1,97,58.2,0,55,-116
5,1,98,85.1,0,55,-163
5,1,99,88.6,0,55,-163
5,1,100,13.3,0,55,-107
5,1,101,54.4,0,70,40
5,1,102,35.4,0,70,36
5,1,103,44.6,0,70,33
5,1,104,57.0,0,70,34
5,1,105,90.5,0,70,39
5,1,106,19.9,0,70,39
5,1,107,0.3,1,70,37
5,1,108,33.8,0,70,36
5,1,109,46.4,0,70,40
5,1,110,31.7,0,70,39
5,1,111,55.5,0,70,35
5,1,112,13.6,0,70,37
5,1,113,77.1,0,70,36
5,1,114,64.9,0,70,36
5,1,115,30.9,0,70,41
5,1,116,64.1,0,70,35
5,1,117,57.9,0,70,38
5,1,118,15.4,0,70,39
5,1,119,26.6,0,70,38
5,1,120,71.0,0,70,39
5,1,121,68.4,0,70,44
5,1,122,31.0,0,70,38
5,1,123,43.6,0,70,35
5,1,124,31.8,0,70,41
5,1,125,63.3,0,70,39
5,1,126,63.3,0,70,35
5,1,127,17.2,0,70,34
5,1,128,76.5,0,70,38
5,1,129,82.4,0,70,39
5,1,130,69.1,0,70,37
5,1,131,14.8,0,70,40
5,1,132,63.2,0,70,43
5,1,133,47.2,0,70,37
5,1,134,11.9,0,70,35
5,1,135,45.2,0,70,38
5,1,136,98.4,0,70,36
5,1,137,96.2,0,70,38
5,1,138,14.7,0,70,38
5,1,139,31.5,0,70,40
5,1,140,33.9,0,70,35
5,1,141,7.7,0,70,34
5,1,142,12.7,0,70,38
5,1,143,96.7,0,70,35
5,1,144,88.2,0,70,41
5,1,145,60.8,0,70,37
5,1,146,56.2,0,70,31
5,1,147,12.4,0,70,40
5,1,148,43.7,0,70,43
5,1,149,84.2,0,70,36
5,1,150,14.4,0,70,33
5,1,151,60.1,0,70,38
5,1,152,69.0,0,70,42
5,1,153,42.6,0,70,35
5,1,154,29.0,0,70,43
5,1,155,55.7,0,70,42
5,1,156,16.7,0,70,39
5,1,157,11.2,0,70,35
5,1,158,68.8,0,70,38
5,1,159,86.2,0,70,36
5,1,160,47.1,0,70,34
5,1,161,88.6,0,70,40
5,1,162,34.1,0,70,33
5,1,163,10.6,0,70,36
5,1,164,26.3,0,70,39
5,1,165,96.2,0,70,33
5,1,166,62.2,0,70,41
5,1,167,72.0,0,70,37
5,1,168,50.5,0,70,39
5,1,169,17.4,0,70,35
5,1,170,82.4,0,70,35
5,1,171,74.4,0,70,38
5,1,172,45.4,0,70,33
5,1,173,22.9,0,70,38
5,1,174,72.1,0,70,33
5,1,175,70.6,0,70,40
5,1,176,90.9,0,70,41
5,1,177,34.9,0,70,38
5,1,178,63.1,0,70,33
5,1,179,14.6,0,70,36
5,1,180,21.5,0,70,38
5,1,181,79.3,0,70,35
5,1,182,48.0,0,70,37
5,1,183,25.5,0,70,35
5,1,184,51.7,0,70,35
5,1,185,74.9,0,70,35
5,1,186,37.6,0,70,39
5,1,187,15.6,0,70,37
5,1,188,76.9,0,70,36
5,1,189,11.4,0,70,37
5,1,190,18.0,0,70,34
5,1,191,30.1,0,70,-96
5,1,192,0.2,1,70,-176
5,1,193,64.9,0,70,-124
5,1,194,58.7,0,70,-165
5,1,195,50.8,0,70,-139
5,1,196,33.6,0,70,-133
5,1,197,1.0,0,70,-179
5,1,198,20.4,0,70,-165
5,1,199,12.2,0,70,-172
5,1,200,25.5,0,70,-123
5,1,201,16.7,0,55,0
5,1,202,14.0,0,70,0
5,1,203,79.9,0,57,0
5,5,1,10.9,0,57,37
5,5,2,48.7,0,57,40
5,5,3,87.9,0,57,38
5,5,4,40.4,0,57,36
5,5,5,21.2,0,57,38
5,5,6,11.0,0,57,36
5,5,7,26.8,0,57,38
5,5,8,69.2,0,57,42
5,5,9,33.7,0,57,38
5,5,10,52.0,0,57,37
5,5,11,55.5,0,57,41
5,5,12,33.5,0,57,42
5,5,13,96.6,0,57,36
5,5,14,39.7,0,57,35
5,5,15,41.8,0,57,42
5,5,16,32.8,0,57,43
5,5,17,5.8,0,57,34
5,5,18,50.9,0,57,35
5,5,19,42.7,0,57,36
5,5,20,18.1,0,57,41
5,5,21,40.8,0,57,40
5,5,22,62.1,0,57,39
5,5,23,53.1,0,57,40
5,5,24,1.4,1,57,37
5,5,25,39.0,0,57,37
5,5,26,91.5,0,57,38
5,5,27,17.7,0,57,36
5,5,28,41.4,0,57,32
5,5,29,57.9,0,57,41
5,5,30,40.1,0,57,38
5,5,31,55.7,0,57,41
5,5,32,53.9,0,57,40
5,5,33,74.5,0,57,41
5,5,34,84.3,0,57,40
5,5,35,48.3,0,57,40
5,5,36,98.3,0,57,36
5,5,37,73.5,0,57,37
5,5,38,68.6,0,57,36
5,5,39,39.4,0,57,40
5,5,40,88.8,0,57,39
5,5,41,73.1,0,57,37
5,5,42,48.0,0,57,35
5,5,43,98.8,0,57,40
5,5,44,81.5,0,57,37
5,5,45,38.0,0,57,38
5,5,46,32.1,0,57,40
5,5,47,98.6,0,57,41
5,5,48,86.9,0,57,42
5,5,49,31.4,0,57,36
5,5,50,78.0,0,57,41
5,5,51,52.1,0,57,39
5,5,52,57.1,0,57,36
5,5,53,54.4,0,57,40
5,5,54,85.5,0,57,37
5,5,55,66.3,0,57,39
5,5,56,99.3,0,57,37
5,5,57,22.7,0,57,40
5,5,58,40.5,0,57,39
5,5,59,56.4,0,57,35
5,5,60,64.0,0,57,40
5,5,61,32.2,0,57,36
5,5,62,60.9,0,57,36
5,5,63,74.0,0,57,42
5,5,64,59.2,0,57,42
5,5,65,61.9,0,57,36
5,5,66,91.3,0,57,-119
5,5,67,97.6,0,57,-163
5,5,68,39.4,0,57,-99
5,5,69,65.0,0,57,-119
5,5,70,98.9,0,57,-103
5,5,71,36.2,0,57,-126
5,5,72,20.3,0,57,-138
5,5,73,97.3,0,57,-155
5,5,74,19.6,0,57,-105
5,5,75,95.9,0,57,-128
5,5,76,68.8,0,57,-85
5,5,77,34.2,0,57,-107
5,5,78,4.6,1,57,-116
5,5,79,59.4,0,57,-138
5,5,80,18.7,0,57,-216
5,5,81,25.4,0,57,-120
5,5,82,17.1,0,57,-145
5,5,83,27.9,0,57,-111
5,5,84,61.2,0,57,-142
5,5,85,36.9,0,57,-102
5,5,86,29.5,0,57,-120
5,5,87,76.9,0,57,-133
5,5,88,61.2,0,57,-156
5,5,89,32.0,0,57,-111
5,5,90,71.3,0,57,-121
5,5,91,73.7,0,57,-120
5,5,92,49.0,0,57,-187
5,5,93,39.1,0,57,-181
5,5,94,77.2,0,57,-117
5,5,95,8.5,0,57,-95
5,5,96,37.2,0,57,-102
5,5,97,58.2,0,57,-116
5,5,98,85.1,0,57,-163
5,5,99,88.6,0,57,-163
5,5,100,13.3,0,57,-111
5,5,101,54.4,0,76,40
5,5,102,35.4,0,76,36
5,5,103,44.6,0,76,33
5,5,104,57.0,0,76,33
5,5,105,90.5,0,76,35
5,5,106,19.9,0,76,39
5,5,107,0.3,1,76,37
5,5,108,33.8,0,76,36
5,5,109,46.4,0,76,39
5,5,110,31.7,0,76,38
5,5,111,55.5,0,76,33
5,5,112,13.6,0,76,37
5,5,113,77.1,0,76,36
5,5,114,64.9,0,76,36
5,5,115,30.9,0,76,36
5,5,116,64.1,0,76,35
5,5,117,57.9,0,76,38
5,5,118,15.4,0,76,39
5,5,119,26.6,0,76,38
5,5,120,71.0,0,76,38
5,5,121,68.4,0,76,44
5,5,122,31.0,0,76,38
5,5,123,43.6,0,76,35
5,5,124,31.8,0,76,41
5,5,125,63.3,0,76,39
5,5,126,63.3,0,76,33
5,5,127,17.2,0,76,34
5,5,128,76.5,0,76,38
5,5,129,82.4,0,76,39
5,5,130,69.1,0,76,37
5,5,131,14.8,0,76,39
5,5,132,63.2,0,76,43
5,5,133,47.2,0,76,36
5,5,134,11.9,0,76,33
5,5,135,45.2,0,76,38
5,5,136,98.4,0,76,36
5,5,137,96.2,0,76,38
5,5,138,14.7,0,76,38
5,5,139,31.5,0,76,36
5,5,140,33.9,0,76,35
5,5,141,7.7,0,76,34
5,5,142,12.7,0,76,37
5,5,143,96.7,0,76,35
5,5,144,88.2,0,76,37
5,5,145,60.8,0,76,37
5,5,146,56.2,0,76,29
5,5,147,12.4,0,76,40
5,5,148,43.7,0,76,42
5,5,149,84.2,0,76,35
5,5,150,14.4,0,76,33
5,5,151,60.1,0,76,38
5,5,152,69.0,0,76,42
5,5,153,42.6,0,76,35
5,5,154,29.0,0,76,43
5,5,155,55.7,0,76,42
5,5,156,16.7,0,76,39
5,5,157,11.2,0,76,35
5,5,158,68.8,0,76,36
5,5,159,86.2,0,76,36
5,5,160,47.1,0,76,34
5,5,161,88.6,0,76,38
5,5,162,34.1,0,76,33
5,5,163,10.6,0,76,36
5,5,164,26.3,0,76,37
5,5,165,96.2,0,76,31
5,5,166,62.2,0,76,41
5,5,167,72.0,0,76,37
5,5,168,50.5,0,76,39
5,5,169,17.4,0,76,34
5,5,170,82.4,0,76,35
5,5,171,74.4,0,76,36
5,5,172,45.4,0,76,33
5,5,173,22.9,0,76,38
5,5,174,72.1,0,76,33
5,5,175,70.6,0,76,35
5,5,176,90.9,0,76,41
5,5,177,34.9,0,76,38
5,5,178,63.1,0,76,33
5,5,179,14.6,0,76,36
5,5,180,21.5,0,76,38
5,5,181,79.3,0,76,35
5,5,182,48.0,0,76,37
5,5,183,25.5,0,76,35
5,5,184,51.7,0,76,35
5,5,185,74.9,0,76,35
5,5,186,37.6,0,76,35
5,5,187,15.6,0,76,37
5,5,188,76.9,0,76,36
5,5,189,11.4,0,76,37
5,5,190,18.0,0,76,32
5,5,191,30.1,0,76,-152
5,5,192,0.2,1,76,-176
5,5,193,64.9,0,76,-131
5,5,194,58.7,0,76,-165
5,5,195,50.8,0,76,-87
5,5,196,33.6,0,76,-119
5,5,197,1.0,1,76,-179
5,5,198,20.4,0,76,-165
5,5,199,12.2,0,76,-207
5,5,200,25.5,0,76,-140
5,5,201,16.7,0,57,0
5,5,202,14.0,0,76,0
5,5,203,79.9,0,59,0
5,10,1,10.9,0,60,37
5,10,2,48.7,0,60,40
5,10,3,87.9,0,60,38
5,10,4,40.4,0,60,36
5,10,5,21.2,0,60,38
5,10,6,11.0,0,60,36
5,10,7,26.8,0,60,38
5,10,8,69.2,0,60,39
5,10,9,33.7,0,60,38
5,10,10,52.0,0,60,37
5,10,11,55.5,0,60,38
5,10,12,33.5,0,60,42
5,10,13,96.6,0,60,36
5,10,14,39.7,0,60,35
5,10,15,41.8,0,60,42
5,10,16,32.8,0,60,43
5,10,17,5.8,1,60,34
5,10,18,50.9,0,60,35
5,10,19,42.7,0,60,36
5,10,20,18.1,0,60,41
5,10,21,40.8,0,60,40
5,10,22,62.1,0,60,39
5,10,23,53.1,0,60,40
5,10,24,1.4,1,60,37
5,10,25,39.0,0,60,37
5,10,26,91.5,0,60,38
5,10,27,17.7,0,60,36
5,10,28,41.4,0,60,32
5,10,29,57.9,0,60,41
5,10,30,40.1,0,60,38
5,10,31,55.7,0,60,41
5,10,32,53.9,0,60,40
5,10,33,74.5,0,60,41
5,10,34,84.3,0,60,40
5,10,35,48.3,0,60,40
5,10,36,98.3,0,60,30
5,10,37,73.5,0,60,37
5,10,38,68.6,0,60,34
5,10,39,39.4,0,60,40
5,10,40,88.8,0,60,39
5,10,41,73.1,0,60,37
5,10,42,48.0,0,60,35
5,10,43,98.8,0,60,40
5,10,44,81.5,0,60,37
5,10,45,38.0,0,60,36
5,10,46,32.1,0,60,40
5,10,47,98.6,0,60,40
5,10,48,86.9,0,60,42
5,10,49,31.4,0,60,36
5,10,50,78.0,0,60,36
5,10,51,52.1,0,60,39
5,10,52,57.1,0,60,36
5,10,53,54.4,0,60,40
5,10,54,85.5,0,60,37
5,10,55,66.3,0,60,36
5,10,56,99.3,0,60,34
5,10,57,22.7,0,60,40
5,10,58,40.5,0,60,39
5,10,59,56.4,0,60,35
5,10,60,64.0,0,60,40
5,10,61,32.2,0,60,36
5,10,62,60.9,0,60,36
5,10,63,74.0,0,60,42
5,10,64,59.2,0,60,42
5,10,65,61.9,0,60,36
5,10,66,91.3,0,60,-119
5,10,67,97.6,0,60,-163
5,10,68,39.4,0,60,-99
5,10,69,65.0,0,60,-119
5,10,70,98.9,0,60,-86
5,10,71,36.2,0,60,-126
5,10,72,20.3,0,60,-138
5,10,73,97.3,0,60,-155
5,10,74,19.6,0,60,-105
5,10,75,95.9,0,60,-128
5,10,76,68.8,0,60,-85
5,10,77,34.2,0,60,-133
5,10,78,4.6,1,60,-116
5,10,79,59.4,0,60,-138
5,10,80,18.7,0,60,-216
5,10,81,25.4,0,60,-120
5,10,82,17.1,0,60,-176
5,10,83,27.9,0,60,-111
5,10,84,61.2,0,60,-142
5,10,85,36.9,0,60,-102
5,10,86,29.5,0,60,-120
5,10,87,76.9,0,60,-133
5,10,88,61.2,0,60,-156
5,10,89,32.0,0,60,-90
5,10,90,71.3,0,60,-121
5,10,91,73.7,0,60,-120
5,10,92,49.0,0,60,-187
5,10,93,39.1,0,60,-181
5,10,94,77.2,0,60,-117
5,10,95,8.5,1,60,-130
5,10,96,37.2,0,60,-102
5,10,97,58.2,0,60,-116
5,10,98,85.1,0,60,-163
5,10,99,88.6,0,60,-163
5,10,100,13.3,0,60,-111
5,10,101,54.4,0,76,40
5,10,102,35.4,0,76,36
5,10,103,44.6,0,76,33
5,10,104,57.0,0,76,33
5,10,105,90.5,0,76,35
5,10,106,19.9,0,76,39
5,10,107,0.3,1,76,37
5,10,108,33.8,0,76,36
5,10,109,46.4,0,76,39
5,10,110,31.7,0,76,38
5,10,111,55.5,0,76,33
5,10,112,13.6,0,76,37
5,10,113,77.1,0,76,36
5,10,114,64.9,0,76,36
5,10,115,30.9,0,76,36
5,10,116,64.1,0,76,35
5,10,117,57.9,0,76,38
5,10,118,15.4,0,76,39
5,10,119,26.6,0,76,38
5,10,120,71.0,0,76,38
5,10,121,68.4,0,76,44
5,10,122,31.0,0,76,38
5,10,123,43.6,0,76,35
5,10,124,31.8,0,76,41
5,10,125,63.3,0,76,39
5,10,126,63.3,0,76,33
5,10,127,17.2,0,76,34
5,10,128,76.5,0,76,38
5,10,129,82.4,0,76,39
5,10,130,69.1,0,76,37
5,10,131,14.8,0,76,39
5,10,132,63.2,0,76,43
5,10,133,47.2,0,76,36
5,10,134,11.9,0,76,33
5,10,135,45.2,0,76,38
5,10,136,98.4,0,76,36
5,10,137,96.2,0,76,38
5,10,138,14.7,0,76,38
5,10,139,31.5,0,76,36
5,10,140,33.9,0,76,35
5,10,141,7.7,1,76,34
5,10,142,12.7,0,76,37
5,10,143,96.7,0,76,35
5,10,144,88.2,0,76,37
5,10,145,60.8,0,76,37
5,10,146,56.2,0,76,29
5,10,147,12.4,0,76,40
5,10,148,43.7,0,76,42
5,10,149,84.2,0,76,35
5,10,150,14.4,0,76,33
5,10,151,60.1,0,76,38
5,10,152,69.0,0,76,42
5,10,153,42.6,0,76,35
5,10,154,29.0,0,76,43
5,10,155,55.7,0,76,42
5,10,156,16.7,0,76,39
5,10,157,11.2,0,76,35
5,10,158,68.8,0,76,36
5,10,159,86.2,0,76,36
5,10,160,47.1,0,76,34
5,10,161,88.6,0,76,38
5,10,162,34.1,0,76,33
5,10,163,10.6,0,76,36
5,10,164,26.3,0,76,37
5,10,165,96.2,0,76,31
5,10,166,62.2,0,76,41
5,10,167,72.0,0,76,37
5,10,168,50.5,0,76,39
5,10,169,17.4,0,76,34
5,10,170,82.4,0,76,35
5,10,171,74.4,0,76,36
5,10,172,45.4,0,76,33
5,10,173,22.9,0,76,38
5,10,174,72.1,0,76,33
5,10,175,70.6,0,76,35
5,10,176,90.9,0,76,41
