pop,dos,id,rblock,blocked,p,q,upcon
1,0,1,41.3,0,73,40,N
1,0,2,18.2,0,73,37,N
1,0,3,32.1,0,73,39,N
1,0,4,27.0,0,73,36,N
1,0,5,27.9,0,73,31,N
1,0,6,57.2,0,73,34,N
1,0,7,42.3,0,73,34,N
1,0,8,17.8,0,73,35,N
1,0,9,70.3,0,73,36,N
1,0,10,64.2,0,73,36,N
1,0,11,36.5,0,73,37,N
1,0,12,46.6,0,73,40,N
1,0,13,22.0,0,73,35,N
1,0,14,46.4,0,73,42,N
1,0,15,95.3,0,73,40,N
1,0,16,39.5,0,73,37,N
1,0,17,98.2,0,73,39,N
1,0,18,48.2,0,73,42,N
1,0,19,60.8,0,73,38,N
1,0,20,70.0,0,73,32,N
1,0,21,47.4,0,73,34,N
1,0,22,96.5,0,73,37,N
1,0,23,57.9,0,73,35,N
1,0,24,59.9,0,73,36,N
1,0,25,35.0,0,73,35,N
1,0,26,70.2,0,73,35,N
1,0,27,53.5,0,73,34,N
1,0,28,30.9,0,73,36,N
1,0,29,90.6,0,73,33,N
1,0,30,46.2,0,73,35,N
1,0,31,4.0,0,73,37,N
1,0,32,57.0,0,73,33,N
1,0,33,67.7,0,73,34,N
1,0,34,70.0,0,73,40,N
1,0,35,40.2,0,73,36,N
1,0,36,66.0,0,73,42,N
1,0,37,66.7,0,73,40,N
1,0,38,2.0,0,73,38,N
1,0,39,40.1,0,73,36,N
1,0,40,43.2,0,73,38,N
1,0,41,70.4,0,73,36,N
1,0,42,89.5,0,73,38,N
1,0,43,39.8,0,73,32,N
1,0,44,83.7,0,73,38,N
1,0,45,42.2,0,73,39,N
1,0,46,13.4,0,73,36,N
1,0,47,32.6,0,73,38,N
1,0,48,46.4,0,73,36,N
1,0,49,38.2,0,73,39,N
1,0,50,60.8,0,73,41,N
1,0,51,5.0,0,73,35,N
1,0,52,58.0,0,73,36,N
1,0,53,81.1,0,73,37,N
1,0,54,72.8,0,73,40,N
1,0,55,61.8,0,73,34,N
1,0,56,16.7,0,73,33,N
1,0,57,47.4,0,73,35,N
1,0,58,18.1,0,73,42,N
1,0,59,88.1,0,73,35,N
1,0,60,47.6,0,73,39,N
1,0,61,17.6,0,73,31,N
1,0,62,40.9,0,73,32,N
1,0,63,99.7,0,73,34,N
1,0,64,57.2,0,73,34,N
1,0,65,39.2,0,73,39,N
1,0,66,35.8,0,73,-181,N
1,0,67,31.5,0,73,-127,N
1,0,68,39.4,0,73,-142,N
1,0,69,52.5,0,73,-90,N
1,0,70,96.6,0,73,-109,N
1,0,71,13.2,0,73,-152,N
1,0,72,81.0,0,73,-142,N
1,0,73,29.5,0,73,-121,N
1,0,74,91.1,0,73,-111,N
1,0,75,83.6,0,73,-112,N
1,0,76,17.8,0,73,-128,N
1,0,77,75.6,0,73,-136,N
1,0,78,11.9,0,73,-160,N
1,0,79,92.4,0,73,-91,N
1,0,80,91.8,0,73,-135,N
1,0,81,43.8,0,73,-98,N
1,0,82,51.4,0,73,-150,N
1,0,83,39.8,0,73,-133,N
1,0,84,57.9,0,73,-106,N
1,0,85,12.5,0,73,-111,N
1,0,86,52.7,0,73,-127,N
1,0,87,4.2,0,73,-106,N
1,0,88,91.2,0,73,-158,N
1,0,89,75.7,0,73,-118,N
1,0,90,86.7,0,73,-138,N
1,0,91,7.7,0,73,-101,N
1,0,92,45.0,0,73,-149,N
1,0,93,96.4,0,73,-146,N
1,0,94,3.0,0,73,-98,N
1,0,95,69.7,0,73,-107,N
1,0,96,9.0,0,73,-125,N
1,0,97,72.5,0,73,-97,N
1,0,98,7.7,0,73,-100,N
1,0,99,98.1,0,73,-108,N
1,0,100,17.9,0,73,-102,N
1,0,101,65.6,0,77,36,N
1,0,102,15.6,0,77,37,N
1,0,103,68.3,0,77,33,N
1,0,104,60.4,0,77,41,N
1,0,105,43.6,0,77,39,N
1,0,106,28.2,0,77,34,N
1,0,107,40.6,0,77,36,N
1,0,108,38.3,0,77,39,N
1,0,109,84.7,0,77,35,N
1,0,110,87.1,0,77,31,N
1,0,111,65.2,0,77,35,N
1,0,112,26.8,0,77,33,N
1,0,113,95.8,0,77,35,N
1,0,114,52.6,0,77,35,N
1,0,115,24.6,0,77,41,N
1,0,116,84.2,0,77,33,N
1,0,117,92.3,0,77,38,N
1,0,118,57.8,0,77,41,N
1,0,119,65.1,0,77,35,N
1,0,120,62.6,0,77,38,N
1,0,121,92.4,0,77,38,N
1,0,122,88.3,0,77,40,N
1,0,123,64.8,0,77,37,N
1,0,124,68.9,0,77,30,N
1,0,125,72.6,0,77,38,N
1,0,126,36.9,0,77,34,N
1,0,127,90.4,0,77,34,N
1,0,128,26.0,0,77,34,N
1,0,129,37.6,0,77,36,N
1,0,130,83.9,0,77,42,N
1,0,131,91.7,0,77,32,N
1,0,132,84.8,0,77,38,N
1,0,133,52.3,0,77,44,N
1,0,134,52.8,0,77,32,N
1,0,135,84.0,0,77,36,N
1,0,136,35.9,0,77,36,N
1,0,137,86.4,0,77,40,N
1,0,138,91.3,0,77,33,N
1,0,139,67.9,0,77,35,N
1,0,140,72.4,0,77,35,N
1,0,141,22.9,0,77,37,N
1,0,142,27.8,0,77,35,N
1,0,143,38.0,0,77,37,N
1,0,144,52.7,0,77,33,N
1,0,145,78.4,0,77,35,N
1,0,146,53.4,0,77,36,N
1,0,147,28.3,0,77,39,N
1,0,148,14.0,0,77,36,N
1,0,149,87.3,0,77,33,N
1,0,150,78.6,0,77,41,N
1,0,151,46.7,0,77,35,N
1,0,152,85.4,0,77,40,N
1,0,153,97.9,0,77,34,N
1,0,154,16.7,0,77,36,N
1,0,155,46.2,0,77,40,N
1,0,156,52.6,0,77,36,N
1,0,157,32.1,0,77,34,N
1,0,158,41.1,0,77,40,N
1,0,159,84.9,0,77,35,N
1,0,160,22.1,0,77,37,N
1,0,161,58.0,0,77,37,N
1,0,162,69.1,0,77,37,N
1,0,163,23.5,0,77,35,N
1,0,164,35.8,0,77,37,N
1,0,165,24.5,0,77,43,N
1,0,166,20.6,0,77,39,N
1,0,167,10.9,0,77,38,N
1,0,168,86.8,0,77,39,N
1,0,169,10.2,0,77,37,N
1,0,170,2.2,0,77,35,N
1,0,171,7.2,0,77,43,N
1,0,172,84.5,0,77,33,N
1,0,173,34.0,0,77,35,N
1,0,174,67.0,0,77,41,N
1,0,175,95.2,0,77,41,N
1,0,176,20.9,0,77,36,N
1,0,177,79.0,0,77,40,N
1,0,178,99.1,0,77,39,N
1,0,179,29.4,0,77,33,N
1,0,180,86.9,0,77,37,N
1,0,181,79.6,0,77,35,N
1,0,182,74.6,0,77,36,N
1,0,183,73.1,0,77,40,N
1,0,184,89.1,0,77,35,N
1,0,185,21.0,0,77,36,N
1,0,186,46.9,0,77,39,N
1,0,187,73.3,0,77,36,N
1,0,188,17.2,0,77,37,N
1,0,189,1.9,0,77,33,N
1,0,190,7.8,0,77,32,N
1,0,191,23.5,0,77,-121,N
1,0,192,11.1,0,77,-144,N
1,0,193,9.9,0,77,-125,N
1,0,194,74.3,0,77,-132,N
1,0,195,64.2,0,77,-128,N
1,0,196,79.6,0,77,-128,N
1,0,197,59.9,0,77,-125,N
1,0,198,50.3,0,77,-105,N
1,0,199,71.7,0,77,-151,N
1,0,200,17.9,0,77,-139,N
1,0,201,45.4,0,73,-1942,N
1,0,202,14.2,0,77,1994,N
1,0,203,84.6,0,75,52,N
1,1,1,41.3,0,73,40,N
1,1,2,18.2,0,73,37,N
1,1,3,32.1,0,73,39,N
1,1,4,27.0,0,73,36,N
1,1,5,27.9,0,73,31,N
1,1,6,57.2,0,73,34,N
1,1,7,42.3,0,73,34,N
1,1,8,17.8,0,73,35,N
1,1,9,70.3,0,73,36,N
1,1,10,64.2,0,73,36,N
1,1,11,36.5,0,73,37,N
1,1,12,46.6,0,73,40,N
1,1,13,22.0,0,73,35,N
1,1,14,46.4,0,73,42,N
1,1,15,95.3,0,73,40,N
1,1,16,39.5,0,73,37,N
1,1,17,98.2,0,73,39,N
1,1,18,48.2,0,73,42,N
1,1,19,60.8,0,73,38,N
1,1,20,70.0,0,73,32,N
1,1,21,47.4,0,73,34,N
1,1,22,96.5,0,73,37,N
1,1,23,57.9,0,73,35,N
1,1,24,59.9,0,73,36,N
1,1,25,35.0,0,73,35,N
1,1,26,70.2,0,73,35,N
1,1,27,53.5,0,73,34,N
1,1,28,30.9,0,73,36,N
1,1,29,90.6,0,73,33,N
1,1,30,46.2,0,73,35,N
1,1,31,4.0,0,73,37,N
1,1,32,57.0,0,73,33,N
1,1,33,67.7,0,73,34,N
1,1,34,70.0,0,73,40,N
1,1,35,40.2,0,73,36,N
1,1,36,66.0,0,73,42,N
1,1,37,66.7,0,73,40,N
1,1,38,2.0,0,73,38,N
1,1,39,40.1,0,73,36,N
1,1,40,43.2,0,73,38,N
1,1,41,70.4,0,73,36,N
1,1,42,89.5,0,73,38,N
1,1,43,39.8,0,73,32,N
1,1,44,83.7,0,73,38,N
1,1,45,42.2,0,73,39,N
1,1,46,13.4,0,73,36,N
1,1,47,32.6,0,73,38,N
1,1,48,46.4,0,73,36,N
1,1,49,38.2,0,73,39,N
1,1,50,60.8,0,73,41,N
1,1,51,5.0,0,73,35,N
1,1,52,58.0,0,73,36,N
1,1,53,81.1,0,73,37,N
1,1,54,72.8,0,73,40,N
1,1,55,61.8,0,73,34,N
1,1,56,16.7,0,73,33,N
1,1,57,47.4,0,73,35,N
1,1,58,18.1,0,73,42,N
1,1,59,88.1,0,73,35,N
1,1,60,47.6,0,73,39,N
1,1,61,17.6,0,73,31,N
1,1,62,40.9,0,73,32,N
1,1,63,99.7,0,73,34,N
1,1,64,57.2,0,73,34,N
1,1,65,39.2,0,73,39,N
1,1,66,35.8,0,73,-181,N
1,1,67,31.5,0,73,-127,N
1,1,68,39.4,0,73,-142,N
1,1,69,52.5,0,73,-90,N
1,1,70,96.6,0,73,-109,N
1,1,71,13.2,0,73,-152,N
1,1,72,81.0,0,73,-142,N
1,1,73,29.5,0,73,-121,N
1,1,74,91.1,0,73,-111,N
1,1,75,83.6,0,73,-112,N
1,1,76,17.8,0,73,-128,N
1,1,77,75.6,0,73,-136,N
1,1,78,11.9,0,73,-160,N
1,1,79,92.4,0,73,-91,N
1,1,80,91.8,0,73,-135,N
1,1,81,43.8,0,73,-98,N
1,1,82,51.4,0,73,-150,N
1,1,83,39.8,0,73,-133,N
1,1,84,57.9,0,73,-106,N
1,1,85,12.5,0,73,-111,N
1,1,86,52.7,0,73,-127,N
1,1,87,4.2,0,73,-106,N
1,1,88,91.2,0,73,-158,N
1,1,89,75.7,0,73,-118,N
1,1,90,86.7,0,73,-138,N
1,1,91,7.7,0,73,-101,N
1,1,92,45.0,0,73,-149,N
1,1,93,96.4,0,73,-146,N
1,1,94,3.0,0,73,-98,N
1,1,95,69.7,0,73,-107,N
1,1,96,9.0,0,73,-125,N
1,1,97,72.5,0,73,-97,N
1,1,98,7.7,0,73,-100,N
1,1,99,98.1,0,73,-108,N
1,1,100,17.9,0,73,-102,N
1,1,101,65.6,0,77,36,N
1,1,102,15.6,0,77,37,N
1,1,103,68.3,0,77,33,N
1,1,104,60.4,0,77,41,N
1,1,105,43.6,0,77,39,N
1,1,106,28.2,0,77,34,N
1,1,107,40.6,0,77,36,N
1,1,108,38.3,0,77,39,N
1,1,109,84.7,0,77,35,N
1,1,110,87.1,0,77,31,N
1,1,111,65.2,0,77,35,N
1,1,112,26.8,0,77,33,N
1,1,113,95.8,0,77,35,N
1,1,114,52.6,0,77,35,N
1,1,115,24.6,0,77,41,N
1,1,116,84.2,0,77,33,N
1,1,117,92.3,0,77,38,N
1,1,118,57.8,0,77,41,N
1,1,119,65.1,0,77,35,N
1,1,120,62.6,0,77,38,N
1,1,121,92.4,0,77,38,N
1,1,122,88.3,0,77,40,N
1,1,123,64.8,0,77,37,N
1,1,124,68.9,0,77,30,N
1,1,125,72.6,0,77,38,N
1,1,126,36.9,0,77,34,N
1,1,127,90.4,0,77,34,N
1,1,128,26.0,0,77,34,N
1,1,129,37.6,0,77,36,N
1,1,130,83.9,0,77,42,N
1,1,131,91.7,0,77,32,N
1,1,132,84.8,0,77,38,N
1,1,133,52.3,0,77,44,N
1,1,134,52.8,0,77,32,N
1,1,135,84.0,0,77,36,N
1,1,136,35.9,0,77,36,N
1,1,137,86.4,0,77,40,N
1,1,138,91.3,0,77,33,N
1,1,139,67.9,0,77,35,N
1,1,140,72.4,0,77,35,N
1,1,141,22.9,0,77,37,N
1,1,142,27.8,0,77,35,N
1,1,143,38.0,0,77,37,N
1,1,144,52.7,0,77,33,N
1,1,145,78.4,0,77,35,N
1,1,146,53.4,0,77,36,N
1,1,147,28.3,0,77,39,N
1,1,148,14.0,0,77,36,N
1,1,149,87.3,0,77,33,N
1,1,150,78.6,0,77,41,N
1,1,151,46.7,0,77,35,N
1,1,152,85.4,0,77,40,N
1,1,153,97.9,0,77,34,N
1,1,154,16.7,0,77,36,N
1,1,155,46.2,0,77,40,N
1,1,156,52.6,0,77,36,N
1,1,157,32.1,0,77,34,N
1,1,158,41.1,0,77,40,N
1,1,159,84.9,0,77,35,N
1,1,160,22.1,0,77,37,N
1,1,161,58.0,0,77,37,N
1,1,162,69.1,0,77,37,N
1,1,163,23.5,0,77,35,N
1,1,164,35.8,0,77,37,N
1,1,165,24.5,0,77,43,N
1,1,166,20.6,0,77,39,N
1,1,167,10.9,0,77,38,N
1,1,168,86.8,0,77,39,N
1,1,169,10.2,0,77,37,N
1,1,170,2.2,0,77,35,N
1,1,171,7.2,0,77,43,N
1,1,172,84.5,0,77,33,N
1,1,173,34.0,0,77,35,N
1,1,174,67.0,0,77,41,N
1,1,175,95.2,0,77,41,N
1,1,176,20.9,0,77,36,N
1,1,177,79.0,0,77,40,N
1,1,178,99.1,0,77,39,N
1,1,179,29.4,0,77,33,N
1,1,180,86.9,0,77,37,N
1,1,181,79.6,0,77,35,N
1,1,182,74.6,0,77,36,N
1,1,183,73.1,0,77,40,N
1,1,184,89.1,0,77,35,N
1,1,185,21.0,0,77,36,N
1,1,186,46.9,0,77,39,N
1,1,187,73.3,0,77,36,N
1,1,188,17.2,0,77,37,N
1,1,189,1.9,0,77,33,N
1,1,190,7.8,0,77,32,N
1,1,191,23.5,0,77,-121,N
1,1,192,11.1,0,77,-144,N
1,1,193,9.9,0,77,-125,N
1,1,194,74.3,0,77,-132,N
1,1,195,64.2,0,77,-128,N
1,1,196,79.6,0,77,-128,N
1,1,197,59.9,0,77,-125,N
1,1,198,50.3,0,77,-105,N
1,1,199,71.7,0,77,-151,N
1,1,200,17.9,0,77,-139,N
1,1,201,45.4,0,73,-1942,N
1,1,202,14.2,0,77,1994,N
1,1,203,84.6,0,75,52,N
1,5,1,41.3,0,75,40,N
1,5,2,18.2,0,75,37,N
1,5,3,32.1,0,75,39,N
1,5,4,27.0,0,75,36,N
1,5,5,27.9,0,75,31,N
1,5,6,57.2,0,75,34,N
1,5,7,42.3,0,75,34,N
1,5,8,17.8,0,75,35,N
1,5,9,70.3,0,75,36,N
1,5,10,64.2,0,75,36,N
1,5,11,36.5,0,75,37,N
1,5,12,46.6,0,75,40,N
1,5,13,22.0,0,75,35,N
1,5,14,46.4,0,75,42,N
1,5,15,95.3,0,75,40,N
1,5,16,39.5,0,75,37,N
1,5,17,98.2,0,75,39,N
1,5,18,48.2,0,75,42,N
1,5,19,60.8,0,75,38,N
1,5,20,70.0,0,75,30,N
1,5,21,47.4,0,75,34,N
1,5,22,96.5,0,75,37,N
1,5,23,57.9,0,75,35,N
1,5,24,59.9,0,75,36,N
1,5,25,35.0,0,75,35,N
1,5,26,70.2,0,75,35,N
1,5,27,53.5,0,75,34,N
1,5,28,30.9,0,75,36,N
1,5,29,90.6,0,75,33,N
1,5,30,46.2,0,75,35,N
1,5,31,4.0,1,75,37,N
1,5,32,57.0,0,75,33,N
1,5,33,67.7,0,75,32,N
1,5,34,70.0,0,75,40,N
1,5,35,40.2,0,75,36,N
1,5,36,66.0,0,75,42,N
1,5,37,66.7,0,75,40,N
1,5,38,2.0,1,75,38,N
1,5,39,40.1,0,75,36,N
1,5,40,43.2,0,75,38,N
1,5,41,70.4,0,75,36,N
1,5,42,89.5,0,75,38,N
1,5,43,39.8,0,75,32,N
1,5,44,83.7,0,75,33,N
1,5,45,42.2,0,75,39,N
1,5,46,13.4,0,75,34,N
1,5,47,32.6,0,75,38,N
1,5,48,46.4,0,75,36,N
1,5,49,38.2,0,75,39,N
1,5,50,60.8,0,75,41,N
1,5,51,5.0,0,75,33,N
1,5,52,58.0,0,75,36,N
1,5,53,81.1,0,75,35,N
1,5,54,72.8,0,75,40,N
1,5,55,61.8,0,75,34,N
1,5,56,16.7,0,75,33,N
1,5,57,47.4,0,75,35,N
1,5,58,18.1,0,75,42,N
1,5,59,88.1,0,75,35,N
1,5,60,47.6,0,75,39,N
1,5,61,17.6,0,75,31,N
1,5,62,40.9,0,75,32,N
1,5,63,99.7,0,75,34,N
1,5,64,57.2,0,75,34,N
1,5,65,39.2,0,75,39,N
1,5,66,35.8,0,75,-181,N
1,5,67,31.5,0,75,-127,N
1,5,68,39.4,0,75,-142,N
1,5,69,52.5,0,75,-90,N
1,5,70,96.6,0,75,-109,N
1,5,71,13.2,0,75,-152,N
1,5,72,81.0,0,75,-142,N
1,5,73,29.5,0,75,-121,N
1,5,74,91.1,0,75,-160,N
1,5,75,83.6,0,75,-112,N
1,5,76,17.8,0,75,-128,N
1,5,77,75.6,0,75,-136,N
1,5,78,11.9,0,75,-160,N
1,5,79,92.4,0,75,-91,N
1,5,80,91.8,0,75,-135,N
1,5,81,43.8,0,75,-98,N
1,5,82,51.4,0,75,-150,N
1,5,83,39.8,0,75,-133,N
1,5,84,57.9,0,75,-106,N
1,5,85,12.5,0,75,-111,N
1,5,86,52.7,0,75,-127,N
1,5,87,4.2,1,75,-106,N
1,5,88,91.2,0,75,-158,N
1,5,89,75.7,0,75,-118,N
1,5,90,86.7,0,75,-138,N
1,5,91,7.7,0,75,-101,N
1,5,92,45.0,0,75,-166,N
1,5,93,96.4,0,75,-146,N
1,5,94,3.0,1,75,-98,N
1,5,95,69.7,0,75,-107,N
1,5,96,9.0,0,75,-125,N
1,5,97,72.5,0,75,-97,N
1,5,98,7.7,0,75,-100,N
1,5,99,98.1,0,75,-108,N
1,5,100,17.9,0,75,-102,N
1,5,101,65.6,0,79,36,N
1,5,102,15.6,0,79,37,N
1,5,103,68.3,0,79,33,N
1,5,104,60.4,0,79,41,N
1,5,105,43.6,0,79,39,N
1,5,106,28.2,0,79,34,N
1,5,107,40.6,0,79,36,N
1,5,108,38.3,0,79,39,N
1,5,109,84.7,0,79,35,N
1,5,110,87.1,0,79,31,N
1,5,111,65.2,0,79,35,N
1,5,112,26.8,0,79,33,N
1,5,113,95.8,0,79,35,N
1,5,114,52.6,0,79,35,N
1,5,115,24.6,0,79,41,N
1,5,116,84.2,0,79,33,N
1,5,117,92.3,0,79,38,N
1,5,118,57.8,0,79,35,N
1,5,119,65.1,0,79,35,N
1,5,120,62.6,0,79,38,N
1,5,121,92.4,0,79,38,N
1,5,122,88.3,0,79,40,N
1,5,123,64.8,0,79,37,N
1,5,124,68.9,0,79,30,N
1,5,125,72.6,0,79,38,N
1,5,126,36.9,0,79,34,N
1,5,127,90.4,0,79,34,N
1,5,128,26.0,0,79,34,N
1,5,129,37.6,0,79,36,N
1,5,130,83.9,0,79,42,N
1,5,131,91.7,0,79,32,N
1,5,132,84.8,0,79,38,N
1,5,133,52.3,0,79,44,N
1,5,134,52.8,0,79,32,N
1,5,135,84.0,0,79,35,N
1,5,136,35.9,0,79,36,N
1,5,137,86.4,0,79,40,N
1,5,138,91.3,0,79,33,N
1,5,139,67.9,0,79,35,N
1,5,140,72.4,0,79,35,N
1,5,141,22.9,0,79,37,N
1,5,142,27.8,0,79,35,N
1,5,143,38.0,0,79,37,N
1,5,144,52.7,0,79,33,N
1,5,145,78.4,0,79,35,N
1,5,146,53.4,0,79,34,N
1,5,147,28.3,0,79,39,N
1,5,148,14.0,0,79,36,N
1,5,149,87.3,0,79,33,N
1,5,150,78.6,0,79,41,N
1,5,151,46.7,0,79,35,N
1,5,152,85.4,0,79,40,N
1,5,153,97.9,0,79,34,N
1,5,154,16.7,0,79,34,N
1,5,155,46.2,0,79,40,N
1,5,156,52.6,0,79,36,N
1,5,157,32.1,0,79,34,N
1,5,158,41.1,0,79,40,N
1,5,159,84.9,0,79,33,N
1,5,160,22.1,0,79,37,N
1,5,161,58.0,0,79,37,N
1,5,162,69.1,0,79,37,N
1,5,163,23.5,0,79,35,N
1,5,164,35.8,0,79,37,N
1,5,165,24.5,0,79,43,N
1,5,166,20.6,0,79,39,N
1,5,167,10.9,0,79,38,N
1,5,168,86.8,0,79,39,N
1,5,169,10.2,0,79,37,N
1,5,170,2.2,1,79,35,N
1,5,171,7.2,0,79,43,N
1,5,172,84.5,0,79,33,N
1,5,173,34.0,0,79,35,N
1,5,174,67.0,0,79,41,N
1,5,175,95.2,0,79,41,N
1,5,176,20.9,0,79,36,N
1,5,177,79.0,0,79,40,N
1,5,178,99.1,0,79,35,N
1,5,179,29.4,0,79,33,N
1,5,180,86.9,0,79,37,N
1,5,181,79.6,0,79,35,N
1,5,182,74.6,0,79,35,N
1,5,183,73.1,0,79,40,N
1,5,184,89.1,0,79,35,N
1,5,185,21.0,0,79,36,N
1,5,186,46.9,0,79,37,N
1,5,187,73.3,0,79,36,N
1,5,188,17.2,0,79,37,N
1,5,189,1.9,1,79,33,N
1,5,190,7.8,0,79,32,N
1,5,191,23.5,0,79,-121,N
1,5,192,11.1,0,79,-144,N
1,5,193,9.9,0,79,-132,N
1,5,194,74.3,0,79,-132,N
1,5,195,64.2,0,79,-128,N
1,5,196,79.6,0,79,-142,N
1,5,197,59.9,0,79,-125,N
1,5,198,50.3,0,79,-105,N
1,5,199,71.7,0,79,-151,N
1,5,200,17.9,0,79,-139,N
1,5,201,45.4,0,75,-2023,N
1,5,202,14.2,0,79,1953,N
1,5,203,84.6,0,77,-70,N
1,10,1,41.3,0,81,35,N
1,10,2,18.2,0,81,37,N
1,10,3,32.1,0,81,39,N
1,10,4,27.0,0,81,34,N
1,10,5,27.9,0,81,31,N
1,10,6,57.2,0,81,33,N
1,10,7,42.3,0,81,34,N
1,10,8,17.8,0,81,33,N
1,10,9,70.3,0,81,34,N
1,10,10,64.2,0,81,36,N
1,10,11,36.5,0,81,37,N
1,10,12,46.6,0,81,36,N
1,10,13,22.0,0,81,35,N
1,10,14,46.4,0,81,42,N
1,10,15,95.3,0,81,40,N
1,10,16,39.5,0,81,34,N
1,10,17,98.2,0,81,34,N
1,10,18,48.2,0,81,40,N
1,10,19,60.8,0,81,38,N
1,10,20,70.0,0,81,30,N
1,10,21,47.4,0,81,34,N
1,10,22,96.5,0,81,37,N
1,10,23,57.9,0,81,35,N
1,10,24,59.9,0,81,34,N
1,10,25,35.0,0,81,35,N
1,10,26,70.2,0,81,34,N
1,10,27,53.5,0,81,34,N
1,10,28,30.9,0,81,34,N
1,10,29,90.6,0,81,32,N
1,10,30,46.2,0,81,35,N
1,10,31,4.0,1,81,37,N
1,10,32,57.0,0,81,33,N
1,10,33,67.7,0,81,32,N
1,10,34,70.0,0,81,40,N
1,10,35,40.2,0,81,36,N
1,10,36,66.0,0,81,42,N
1,10,37,66.7,0,81,40,N
1,10,38,2.0,1,81,38,N
1,10,39,40.1,0,81,36,N
1,10,40,43.2,0,81,38,N
1,10,41,70.4,0,81,36,N
1,10,42,89.5,0,81,38,N
1,10,43,39.8,0,81,32,N
1,10,44,83.7,0,81,33,N
1,10,45,42.2,0,81,39,N
1,10,46,13.4,0,81,34,N
1,10,47,32.6,0,81,38,N
1,10,48,46.4,0,81,34,N
1,10,49,38.2,0,81,39,N
1,10,50,60.8,0,81,41,N
1,10,51,5.0,1,81,33,N
1,10,52,58.0,0,81,35,N
1,10,53,81.1,0,81,35,N
1,10,54,72.8,0,81,38,N
1,10,55,61.8,0,81,34,N
1,10,56,16.7,0,81,32,N
1,10,57,47.4,0,81,31,N
1,10,58,18.1,0,81,36,N
1,10,59,88.1,0,81,35,N
1,10,60,47.6,0,81,37,N
1,10,61,17.6,0,81,31,N
1,10,62,40.9,0,81,31,N
1,10,63,99.7,0,81,34,N
1,10,64,57.2,0,81,32,N
1,10,65,39.2,0,81,39,N
1,10,66,35.8,0,81,-181,N
1,10,67,31.5,0,81,-127,N
1,10,68,39.4,0,81,-157,N
1,10,69,52.5,0,81,-90,N
1,10,70,96.6,0,81,-109,N
1,10,71,13.2,0,81,-181,N
1,10,72,81.0,0,81,-142,N
1,10,73,29.5,0,81,-121,N
1,10,74,91.1,0,81,-160,N
1,10,75,83.6,0,81,-112,N
1,10,76,17.8,0,81,-128,N
1,10,77,75.6,0,81,-136,N
1,10,78,11.9,0,81,-183,N
1,10,79,92.4,0,81,-91,N
1,10,80,91.8,0,81,-149,N
1,10,81,43.8,0,81,-98,N
1,10,82,51.4,0,81,-150,N
1,10,83,39.8,0,81,-133,N
1,10,84,57.9,0,81,-106,N
1,10,85,12.5,0,81,-111,N
1,10,86,52.7,0,81,-127,N
1,10,87,4.2,1,81,-106,N
1,10,88,91.2,0,81,-158,N
1,10,89,75.7,0,81,-118,N
1,10,90,86.7,0,81,-157,N
1,10,91,7.7,1,81,-101,N
1,10,92,45.0,0,81,-166,N
1,10,93,96.4,0,81,-146,N
1,10,94,3.0,1,81,-98,N
1,10,95,69.7,0,81,-112,N
1,10,96,9.0,1,81,-125,N
1,10,97,72.5,0,81,-97,N
1,10,98,7.7,1,81,-101,N
1,10,99,98.1,0,81,-108,N
1,10,100,17.9,0,81,-102,N
1,10,101,65.6,0,85,34,N
1,10,102,15.6,0,85,36,N
1,10,103,68.3,0,85,33,N
1,10,104,60.4,0,85,41,N
1,10,105,43.6,0,85,33,N
1,10,106,28.2,0,85,34,N
1,10,107,40.6,0,85,36,N
1,10,108,38.3,0,85,39,N
1,10,109,84.7,0,85,32,N
1,10,110,87.1,0,85,31,N
1,10,111,65.2,0,85,35,N
1,10,112,26.8,0,85,31,N
1,10,113,95.8,0,85,35,N
1,10,114,52.6,0,85,34,N
1,10,115,24.6,0,85,41,N
1,10,116,84.2,0,85,33,N
1,10,117,92.3,0,85,38,N
1,10,118,57.8,0,85,35,N
1,10,119,65.1,0,85,35,N
1,10,120,62.6,0,85,36,N
1,10,121,92.4,0,85,37,N
1,10,122,88.3,0,85,40,N
1,10,123,64.8,0,85,37,N
1,10,124,68.9,0,85,30,N
1,10,125,72.6,0,85,38,N
1,10,126,36.9,0,85,34,N
1,10,127,90.4,0,85,32,N
1,10,128,26.0,0,85,34,N
1,10,129,37.6,0,85,36,N
1,10,130,83.9,0,85,41,N
1,10,131,91.7,0,85,30,N
1,10,132,84.8,0,85,32,N
1,10,133,52.3,0,85,44,N
1,10,134,52.8,0,85,32,N
1,10,135,84.0,0,85,35,N
1,10,136,35.9,0,85,36,N
1,10,137,86.4,0,85,38,N
1,10,138,91.3,0,85,33,N
1,10,139,67.9,0,85,35,N
1,10,140,72.4,0,85,34,N
1,10,141,22.9,0,85,37,N
1,10,142,27.8,0,85,34,N
1,10,143,38.0,0,85,36,N
1,10,144,52.7,0,85,33,N
1,10,145,78.4,0,85,35,N
1,10,146,53.4,0,85,34,N
1,10,147,28.3,0,85,39,N
1,10,148,14.0,0,85,36,N
1,10,149,87.3,0,85,33,N
1,10,150,78.6,0,85,41,N
1,10,151,46.7,0,85,35,N
1,10,152,85.4,0,85,39,N
1,10,153,97.9,0,85,32,N
1,10,154,16.7,0,85,34,N
1,10,155,46.2,0,85,35,N
1,10,156,52.6,0,85,34,N
1,10,157,32.1,0,85,33,N
