pop,dos,id,rblock,blocked,p,q,upcon
3,1,83,36.3,0,80,-147,N
3,1,84,25.2,0,80,-123,N
3,1,85,33.7,0,80,-128,N
3,1,86,97.4,0,80,-100,N
3,1,87,5.0,0,80,-107,N
3,1,88,83.9,0,80,-171,N
3,1,89,58.2,0,80,-105,N
3,1,90,77.4,0,80,-147,N
3,1,91,97.2,0,80,-88,N
3,1,92,37.0,0,80,-118,N
3,1,93,33.5,0,80,-129,N
3,1,94,52.9,0,80,-88,N
3,1,95,29.3,0,80,-103,N
3,1,96,46.0,0,80,-123,N
3,1,97,84.9,0,80,-103,N
3,1,98,28.2,0,80,-119,N
3,1,99,9.0,0,80,-154,N
3,1,100,73.2,0,80,-99,N
3,1,101,34.0,0,84,35,N
3,1,102,73.0,0,84,37,N
3,1,103,64.4,0,84,42,N
3,1,104,81.7,0,84,32,N
3,1,105,71.7,0,84,37,N
3,1,106,70.9,0,84,37,N
3,1,107,72.8,0,84,32,N
3,1,108,47.1,0,84,43,N
3,1,109,55.8,0,84,36,N
3,1,110,7.4,0,84,36,N
3,1,111,40.4,0,84,40,N
3,1,112,32.7,0,84,40,N
3,1,113,85.6,0,84,38,N
3,1,114,45.0,0,84,31,N
3,1,115,83.1,0,84,35,N
3,1,116,77.8,0,84,40,N
3,1,117,100.0,0,84,35,N
3,1,118,36.6,0,84,33,N
3,1,119,56.1,0,84,29,N
3,1,120,48.2,0,84,38,N
3,1,121,52.5,0,84,33,N
3,1,122,26.1,0,84,33,N
3,1,123,85.3,0,84,40,N
3,1,124,0.1,1,84,36,N
3,1,125,10.9,0,84,41,N
3,1,126,87.8,0,84,35,N
3,1,127,48.2,0,84,33,N
3,1,128,6.7,0,84,39,N
3,1,129,32.3,0,84,35,N
3,1,130,53.1,0,84,33,N
3,1,131,56.0,0,84,36,N
3,1,132,98.1,0,84,39,N
3,1,133,63.9,0,84,41,N
3,1,134,75.5,0,84,34,N
3,1,135,85.2,0,84,41,N
3,1,136,63.2,0,84,38,N
3,1,137,18.9,0,84,37,N
3,1,138,82.5,0,84,42,N
3,1,139,10.1,0,84,37,N
3,1,140,65.6,0,84,34,N
3,1,141,77.9,0,84,38,N
3,1,142,67.2,0,84,31,N
3,1,143,85.8,0,84,36,N
3,1,144,21.2,0,84,38,N
3,1,145,65.4,0,84,34,N
3,1,146,65.8,0,84,37,N
3,1,147,31.5,0,84,36,N
3,1,148,89.9,0,84,36,N
3,1,149,52.6,0,84,35,N
3,1,150,74.4,0,84,36,N
3,1,151,63.6,0,84,35,N
3,1,152,29.4,0,84,36,N
3,1,153,34.1,0,84,36,N
3,1,154,53.0,0,84,40,N
3,1,155,30.1,0,84,34,N
3,1,156,61.8,0,84,37,N
3,1,157,31.6,0,84,37,N
3,1,158,67.9,0,84,40,N
3,1,159,95.0,0,84,32,N
3,1,160,3.9,0,84,36,N
3,1,161,71.7,0,84,40,N
3,1,162,21.1,0,84,33,N
3,1,163,22.7,0,84,36,N
3,1,164,9.6,0,84,32,N
3,1,165,89.9,0,84,31,N
3,1,166,18.7,0,84,36,N
3,1,167,13.7,0,84,28,N
3,1,168,75.3,0,84,37,N
3,1,169,9.3,0,84,32,N
3,1,170,26.7,0,84,43,N
3,1,171,39.5,0,84,35,N
3,1,172,58.8,0,84,39,N
3,1,173,45.9,0,84,35,N
3,1,174,64.1,0,84,37,N
3,1,175,29.2,0,84,28,N
3,1,176,60.3,0,84,38,N
3,1,177,87.6,0,84,40,N
3,1,178,84.9,0,84,38,N
3,1,179,55.3,0,84,36,N
3,1,180,16.6,0,84,40,N
3,1,181,0.0,1,84,33,N
3,1,182,97.6,0,84,35,N
3,1,183,70.9,0,84,30,N
3,1,184,58.8,0,84,34,N
3,1,185,6.9,0,84,33,N
3,1,186,72.2,0,84,35,N
3,1,187,46.2,0,84,32,N
3,1,188,81.4,0,84,31,N
3,1,189,96.4,0,84,42,N
3,1,190,85.5,0,84,35,N
3,1,191,56.7,0,84,-105,N
3,1,192,76.1,0,84,-109,N
3,1,193,2.3,0,84,-116,N
3,1,194,54.4,0,84,-135,N
3,1,195,70.5,0,84,-130,N
3,1,196,77.0,0,84,-132,N
3,1,197,11.0,0,84,-113,N
3,1,198,6.9,0,84,-95,N
3,1,199,87.1,0,84,-157,N
3,1,200,69.7,0,84,-114,N
3,1,201,43.6,0,80,-1949,N
3,1,202,40.7,0,84,2031,N
3,1,203,75.5,0,82,82,N
3,5,1,61.2,0,81,36,N
3,5,2,42.1,0,81,29,N
3,5,3,23.5,0,81,41,N
3,5,4,73.8,0,81,35,N
3,5,5,74.5,0,81,37,N
3,5,6,11.9,0,81,41,N
3,5,7,15.4,0,81,34,N
3,5,8,39.1,0,81,38,N
3,5,9,14.4,0,81,33,N
3,5,10,87.7,0,81,37,N
3,5,11,94.0,0,81,41,N
3,5,12,6.2,0,81,37,N
3,5,13,47.5,0,81,42,N
3,5,14,46.6,0,81,37,N
3,5,15,70.6,0,81,36,N
3,5,16,69.2,0,81,38,N
3,5,17,22.2,0,81,40,N
3,5,18,93.5,0,81,37,N
3,5,19,52.1,0,81,29,N
3,5,20,43.7,0,81,35,N
3,5,21,58.1,0,81,36,N
3,5,22,64.7,0,81,38,N
3,5,23,61.2,0,81,33,N
3,5,24,9.0,0,81,34,N
3,5,25,10.8,0,81,39,N
3,5,26,19.9,0,81,35,N
3,5,27,58.4,0,81,40,N
3,5,28,61.8,0,81,32,N
3,5,29,62.7,0,81,41,N
3,5,30,71.7,0,81,35,N
3,5,31,13.7,0,81,36,N
3,5,32,33.9,0,81,40,N
3,5,33,88.8,0,81,37,N
3,5,34,2.7,1,81,32,N
3,5,35,79.0,0,81,41,N
3,5,36,22.3,0,81,34,N
3,5,37,47.6,0,81,42,N
3,5,38,21.6,0,81,38,N
3,5,39,10.3,0,81,40,N
3,5,40,82.1,0,81,37,N
3,5,41,48.0,0,81,41,N
3,5,42,5.8,0,81,32,N
3,5,43,91.5,0,81,34,N
3,5,44,32.6,0,81,33,N
3,5,45,41.1,0,81,38,N
3,5,46,82.9,0,81,36,N
3,5,47,7.3,0,81,41,N
3,5,48,26.2,0,81,34,N
3,5,49,87.9,0,81,37,N
3,5,50,99.8,0,81,36,N
3,5,51,17.2,0,81,42,N
3,5,52,30.1,0,81,37,N
3,5,53,51.7,0,81,33,N
3,5,54,29.4,0,81,32,N
3,5,55,79.5,0,81,37,N
3,5,56,70.8,0,81,32,N
3,5,57,66.3,0,81,31,N
3,5,58,65.4,0,81,36,N
3,5,59,76.3,0,81,43,N
3,5,60,91.8,0,81,36,N
3,5,61,30.1,0,81,36,N
3,5,62,55.3,0,81,27,N
3,5,63,88.4,0,81,33,N
3,5,64,74.0,0,81,33,N
3,5,65,74.2,0,81,35,N
3,5,66,20.9,0,81,-135,N
3,5,67,70.4,0,81,-129,N
3,5,68,68.9,0,81,-132,N
3,5,69,57.4,0,81,-157,N
3,5,70,16.7,0,81,-130,N
3,5,71,76.8,0,81,-108,N
3,5,72,94.7,0,81,-101,N
3,5,73,35.7,0,81,-142,N
3,5,74,76.4,0,81,-108,N
3,5,75,88.0,0,81,-91,N
3,5,76,45.8,0,81,-137,N
3,5,77,57.3,0,81,-145,N
3,5,78,97.0,0,81,-147,N
3,5,79,87.0,0,81,-115,N
3,5,80,64.4,0,81,-97,N
3,5,81,33.3,0,81,-130,N
3,5,82,11.2,0,81,-183,N
3,5,83,36.3,0,81,-164,N
3,5,84,25.2,0,81,-123,N
3,5,85,33.7,0,81,-128,N
3,5,86,97.4,0,81,-100,N
3,5,87,5.0,0,81,-107,N
3,5,88,83.9,0,81,-171,N
3,5,89,58.2,0,81,-105,N
3,5,90,77.4,0,81,-162,N
3,5,91,97.2,0,81,-88,N
3,5,92,37.0,0,81,-118,N
3,5,93,33.5,0,81,-129,N
3,5,94,52.9,0,81,-88,N
3,5,95,29.3,0,81,-103,N
3,5,96,46.0,0,81,-123,N
3,5,97,84.9,0,81,-103,N
3,5,98,28.2,0,81,-119,N
3,5,99,9.0,0,81,-154,N
3,5,100,73.2,0,81,-99,N
3,5,101,34.0,0,85,35,N
3,5,102,73.0,0,85,37,N
3,5,103,64.4,0,85,42,N
3,5,104,81.7,0,85,32,N
3,5,105,71.7,0,85,37,N
3,5,106,70.9,0,85,37,N
3,5,107,72.8,0,85,32,N
3,5,108,47.1,0,85,43,N
3,5,109,55.8,0,85,36,N
3,5,110,7.4,0,85,36,N
3,5,111,40.4,0,85,40,N
3,5,112,32.7,0,85,40,N
3,5,113,85.6,0,85,38,N
3,5,114,45.0,0,85,31,N
3,5,115,83.1,0,85,35,N
3,5,116,77.8,0,85,40,N
3,5,117,100.0,0,85,35,N
3,5,118,36.6,0,85,33,N
3,5,119,56.1,0,85,29,N
3,5,120,48.2,0,85,38,N
3,5,121,52.5,0,85,33,N
3,5,122,26.1,0,85,33,N
3,5,123,85.3,0,85,40,N
3,5,124,0.1,1,85,36,N
3,5,125,10.9,0,85,41,N
3,5,126,87.8,0,85,35,N
3,5,127,48.2,0,85,33,N
3,5,128,6.7,0,85,33,N
3,5,129,32.3,0,85,35,N
3,5,130,53.1,0,85,33,N
3,5,131,56.0,0,85,36,N
3,5,132,98.1,0,85,39,N
3,5,133,63.9,0,85,41,N
3,5,134,75.5,0,85,34,N
3,5,135,85.2,0,85,35,N
3,5,136,63.2,0,85,38,N
3,5,137,18.9,0,85,37,N
3,5,138,82.5,0,85,42,N
3,5,139,10.1,0,85,37,N
3,5,140,65.6,0,85,34,N
3,5,141,77.9,0,85,38,N
3,5,142,67.2,0,85,31,N
3,5,143,85.8,0,85,36,N
3,5,144,21.2,0,85,38,N
3,5,145,65.4,0,85,34,N
3,5,146,65.8,0,85,37,N
3,5,147,31.5,0,85,36,N
3,5,148,89.9,0,85,36,N
3,5,149,52.6,0,85,35,N
3,5,150,74.4,0,85,36,N
3,5,151,63.6,0,85,35,N
3,5,152,29.4,0,85,36,N
3,5,153,34.1,0,85,36,N
3,5,154,53.0,0,85,40,N
3,5,155,30.1,0,85,32,N
3,5,156,61.8,0,85,37,N
3,5,157,31.6,0,85,37,N
3,5,158,67.9,0,85,40,N
3,5,159,95.0,0,85,32,N
3,5,160,3.9,1,85,34,N
3,5,161,71.7,0,85,40,N
3,5,162,21.1,0,85,33,N
3,5,163,22.7,0,85,36,N
3,5,164,9.6,0,85,32,N
3,5,165,89.9,0,85,31,N
3,5,166,18.7,0,85,36,N
3,5,167,13.7,0,85,25,N
3,5,168,75.3,0,85,37,N
3,5,169,9.3,0,85,32,N
3,5,170,26.7,0,85,43,N
3,5,171,39.5,0,85,35,N
3,5,172,58.8,0,85,39,N
3,5,173,45.9,0,85,35,N
3,5,174,64.1,0,85,37,N
3,5,175,29.2,0,85,28,N
3,5,176,60.3,0,85,38,N
3,5,177,87.6,0,85,40,N
3,5,178,84.9,0,85,38,N
3,5,179,55.3,0,85,36,N
3,5,180,16.6,0,85,40,N
3,5,181,0.0,1,85,33,N
3,5,182,97.6,0,85,35,N
3,5,183,70.9,0,85,30,N
3,5,184,58.8,0,85,34,N
3,5,185,6.9,0,85,33,N
3,5,186,72.2,0,85,35,N
3,5,187,46.2,0,85,32,N
3,5,188,81.4,0,85,31,N
3,5,189,96.4,0,85,42,N
3,5,190,85.5,0,85,35,N
3,5,191,56.7,0,85,-105,N
3,5,192,76.1,0,85,-109,N
3,5,193,2.3,1,85,-116,N
3,5,194,54.4,0,85,-135,N
3,5,195,70.5,0,85,-130,N
3,5,196,77.0,0,85,-132,N
3,5,197,11.0,0,85,-113,N
3,5,198,6.9,0,85,-95,N
3,5,199,87.1,0,85,-157,N
3,5,200,69.7,0,85,-114,N
3,5,201,43.6,0,81,-2013,N
3,5,202,40.7,0,85,2012,N
3,5,203,75.5,0,83,-1,N
3,10,1,61.2,0,81,36,N
3,10,2,42.1,0,81,29,N
3,10,3,23.5,0,81,41,N
3,10,4,73.8,0,81,35,N
3,10,5,74.5,0,81,37,N
3,10,6,11.9,0,81,41,N
3,10,7,15.4,0,81,34,N
3,10,8,39.1,0,81,38,N
3,10,9,14.4,0,81,33,N
3,10,10,87.7,0,81,37,N
3,10,11,94.0,0,81,41,N
3,10,12,6.2,1,81,37,N
3,10,13,47.5,0,81,42,N
3,10,14,46.6,0,81,37,N
3,10,15,70.6,0,81,36,N
3,10,16,69.2,0,81,38,N
3,10,17,22.2,0,81,40,N
3,10,18,93.5,0,81,37,N
3,10,19,52.1,0,81,29,N
3,10,20,43.7,0,81,35,N
3,10,21,58.1,0,81,36,N
3,10,22,64.7,0,81,38,N
3,10,23,61.2,0,81,33,N
3,10,24,9.0,1,81,34,N
3,10,25,10.8,0,81,39,N
3,10,26,19.9,0,81,35,N
3,10,27,58.4,0,81,40,N
3,10,28,61.8,0,81,32,N
3,10,29,62.7,0,81,41,N
3,10,30,71.7,0,81,35,N
3,10,31,13.7,0,81,36,N
3,10,32,33.9,0,81,40,N
3,10,33,88.8,0,81,37,N
3,10,34,2.7,1,81,32,N
3,10,35,79.0,0,81,41,N
3,10,36,22.3,0,81,34,N
3,10,37,47.6,0,81,42,N
3,10,38,21.6,0,81,38,N
3,10,39,10.3,0,81,40,N
3,10,40,82.1,0,81,37,N
3,10,41,48.0,0,81,41,N
3,10,42,5.8,1,81,32,N
3,10,43,91.5,0,81,34,N
3,10,44,32.6,0,81,33,N
3,10,45,41.1,0,81,38,N
3,10,46,82.9,0,81,36,N
3,10,47,7.3,1,81,41,N
3,10,48,26.2,0,81,34,N
3,10,49,87.9,0,81,37,N
3,10,50,99.8,0,81,36,N
3,10,51,17.2,0,81,42,N
3,10,52,30.1,0,81,37,N
3,10,53,51.7,0,81,33,N
3,10,54,29.4,0,81,32,N
3,10,55,79.5,0,81,37,N
3,10,56,70.8,0,81,32,N
3,10,57,66.3,0,81,31,N
3,10,58,65.4,0,81,36,N
3,10,59,76.3,0,81,43,N
3,10,60,91.8,0,81,36,N
3,10,61,30.1,0,81,36,N
3,10,62,55.3,0,81,27,N
3,10,63,88.4,0,81,33,N
3,10,64,74.0,0,81,33,N
3,10,65,74.2,0,81,35,N
3,10,66,20.9,0,81,-135,N
3,10,67,70.4,0,81,-129,N
3,10,68,68.9,0,81,-132,N
3,10,69,57.4,0,81,-157,N
3,10,70,16.7,0,81,-130,N
3,10,71,76.8,0,81,-108,N
3,10,72,94.7,0,81,-101,N
3,10,73,35.7,0,81,-142,N
3,10,74,76.4,0,81,-108,N
3,10,75,88.0,0,81,-91,N
3,10,76,45.8,0,81,-137,N
3,10,77,57.3,0,81,-145,N
3,10,78,97.0,0,81,-147,N
3,10,79,87.0,0,81,-115,N
3,10,80,64.4,0,81,-97,N
3,10,81,33.3,0,81,-130,N
3,10,82,11.2,0,81,-183,N
3,10,83,36.3,0,81,-164,N
3,10,84,25.2,0,81,-123,N
3,10,85,33.7,0,81,-128,N
3,10,86,97.4,0,81,-100,N
3,10,87,5.0,1,81,-107,N
3,10,88,83.9,0,81,-171,N
3,10,89,58.2,0,81,-105,N
3,10,90,77.4,0,81,-162,N
3,10,91,97.2,0,81,-88,N
3,10,92,37.0,0,81,-118,N
3,10,93,33.5,0,81,-129,N
3,10,94,52.9,0,81,-88,N
3,10,95,29.3,0,81,-103,N
3,10,96,46.0,0,81,-123,N
3,10,97,84.9,0,81,-103,N
3,10,98,28.2,0,81,-119,N
3,10,99,9.0,1,81,-154,N
3,10,100,73.2,0,81,-99,N
3,10,101,34.0,0,85,35,N
3,10,102,73.0,0,85,37,N
3,10,103,64.4,0,85,42,N
3,10,104,81.7,0,85,32,N
3,10,105,71.7,0,85,37,N
3,10,106,70.9,0,85,37,N
3,10,107,72.8,0,85,32,N
3,10,108,47.1,0,85,43,N
3,10,109,55.8,0,85,36,N
3,10,110,7.4,1,85,36,N
3,10,111,40.4,0,85,40,N
3,10,112,32.7,0,85,40,N
3,10,113,85.6,0,85,38,N
3,10,114,45.0,0,85,31,N
3,10,115,83.1,0,85,35,N
3,10,116,77.8,0,85,40,N
3,10,117,100.0,0,85,35,N
3,10,118,36.6,0,85,33,N
3,10,119,56.1,0,85,29,N
3,10,120,48.2,0,85,38,N
3,10,121,52.5,0,85,33,N
3,10,122,26.1,0,85,33,N
3,10,123,85.3,0,85,40,N
3,10,124,0.1,1,85,36,N
3,10,125,10.9,0,85,41,N
3,10,126,87.8,0,85,35,N
3,10,127,48.2,0,85,33,N
3,10,128,6.7,1,85,33,N
3,10,129,32.3,0,85,35,N
3,10,130,53.1,0,85,33,N
3,10,131,56.0,0,85,36,N
3,10,132,98.1,0,85,39,N
3,10,133,63.9,0,85,41,N
3,10,134,75.5,0,85,34,N
3,10,135,85.2,0,85,35,N
3,10,136,63.2,0,85,38,N
3,10,137,18.9,0,85,37,N
3,10,138,82.5,0,85,42,N
3,10,139,10.1,0,85,37,N
3,10,140,65.6,0,85,34,N
3,10,141,77.9,0,85,38,N
3,10,142,67.2,0,85,31,N
3,10,143,85.8,0,85,36,N
3,10,144,21.2,0,85,38,N
3,10,145,65.4,0,85,34,N
3,10,146,65.8,0,85,37,N
3,10,147,31.5,0,85,36,N
3,10,148,89.9,0,85,36,N
3,10,149,52.6,0,85,35,N
3,10,150,74.4,0,85,36,N
3,10,151,63.6,0,85,35,N
3,10,152,29.4,0,85,36,N
3,10,153,34.1,0,85,36,N
3,10,154,53.0,0,85,40,N
3,10,155,30.1,0,85,32,N
3,10,156,61.8,0,85,37,N
3,10,157,31.6,0,85,37,N
3,10,158,67.9,0,85,40,N
3,10,159,95.0,0,85,32,N
3,10,160,3.9,1,85,34,N
3,10,161,71.7,0,85,40,N
3,10,162,21.1,0,85,33,N
3,10,163,22.7,0,85,36,N
3,10,164,9.6,1,85,32,N
3,10,165,89.9,0,85,31,N
3,10,166,18.7,0,85,36,N
3,10,167,13.7,0,85,25,N
3,10,168,75.3,0,85,37,N
3,10,169,9.3,1,85,32,N
3,10,170,26.7,0,85,43,N
3,10,171,39.5,0,85,35,N
3,10,172,58.8,0,85,39,N
3,10,173,45.9,0,85,35,N
3,10,174,64.1,0,85,37,N
3,10,175,29.2,0,85,28,N
3,10,176,60.3,0,85,38,N
3,10,177,87.6,0,85,40,N
3,10,178,84.9,0,85,38,N
3,10,179,55.3,0,85,36,N
3,10,180,16.6,0,85,40,N
3,10,181,0.0,1,85,33,N
3,10,182,97.6,0,85,35,N
3,10,183,70.9,0,85,30,N
3,10,184,58.8,0,85,34,N
3,10,185,6.9,1,85,33,N
3,10,186,72.2,0,85,35,N
3,10,187,46.2,0,85,32,N
3,10,188,81.4,0,85,31,N
3,10,189,96.4,0,85,42,N
3,10,190,85.5,0,85,35,N
3,10,191,56.7,0,85,-105,N
3,10,192,76.1,0,85,-109,N
3,10,193,2.3,1,85,-116,N
3,10,194,54.4,0,85,-135,N
3,10,195,70.5,0,85,-130,N
3,10,196,77.0,0,85,-132,N
3,10,197,11.0,0,85,-113,N
3,10,198,6.9,1,85,-95,N
3,10,199,87.1,0,85,-157,N
3,10,200,69.7,0,85,-114,N
3,10,201,43.6,0,81,-2013,N
3,10,202,40.7,0,85,2012,N
3,10,203,75.5,0,83,-1,N
4,0,1,26.2,0,74,39,N
4,0,2,16.4,0,74,41,N
4,0,3,95.4,0,74,36,N
4,0,4,25.1,0,74,37,N
4,0,5,7.0,0,74,38,N
4,0,6,32.1,0,74,36,N
4,0,7,8.5,0,74,33,N
4,0,8,33.1,0,74,36,N
4,0,9,38.0,0,74,36,N
4,0,10,7.7,0,74,36,N
4,0,11,38.0,0,74,36,N
4,0,12,75.0,0,74,38,N
4,0,13,54.9,0,74,39,N
4,0,14,41.8,0,74,39,N
4,0,15,43.8,0,74,46,N
4,0,16,75.7,0,74,38,N
4,0,17,23.4,0,74,33,N
4,0,18,58.9,0,74,38,N
4,0,19,49.9,0,74,36,N
4,0,20,5.5,0,74,40,N
4,0,21,3.7,0,74,35,N
4,0,22,47.4,0,74,33,N
4,0,23,7.9,0,74,40,N
4,0,24,21.7,0,74,39,N
4,0,25,23.7,0,74,36,N
4,0,26,16.0,0,74,40,N
4,0,27,90.9,0,74,38,N
4,0,28,52.9,0,74,35,N
4,0,29,7.8,0,74,39,N
4,0,30,20.0,0,74,33,N
4,0,31,69.8,0,74,44,N
4,0,32,78.8,0,74,35,N
4,0,33,11.8,0,74,36,N
4,0,34,6.1,0,74,39,N
4,0,35,20.9,0,74,38,N
4,0,36,53.4,0,74,39,N
4,0,37,16.3,0,74,39,N
4,0,38,26.7,0,74,38,N
4,0,39,14.8,0,74,39,N
4,0,40,22.6,0,74,35,N
4,0,41,24.6,0,74,35,N
4,0,42,73.3,0,74,34,N
4,0,43,38.3,0,74,32,N
4,0,44,85.8,0,74,34,N
4,0,45,18.7,0,74,34,N
4,0,46,78.9,0,74,40,N
4,0,47,95.9,0,74,38,N
4,0,48,51.8,0,74,39,N
4,0,49,21.2,0,74,37,N
4,0,50,39.7,0,74,36,N
4,0,51,44.9,0,74,34,N
4,0,52,38.6,0,74,37,N
4,0,53,14.5,0,74,36,N
4,0,54,5.8,0,74,39,N
4,0,55,10.7,0,74,32,N
4,0,56,67.7,0,74,36,N
4,0,57,65.9,0,74,36,N
4,0,58,91.4,0,74,41,N
4,0,59,34.6,0,74,34,N
4,0,60,2.3,0,74,37,N
4,0,61,9.6,0,74,31,N
4,0,62,53.4,0,74,37,N
4,0,63,2.9,0,74,33,N
4,0,64,79.3,0,74,40,N
4,0,65,35.9,0,74,37,N
4,0,66,89.9,0,74,-139,N
4,0,67,7.6,0,74,-103,N
4,0,68,86.6,0,74,-133,N
4,0,69,35.9,0,74,-106,N
4,0,70,7.5,0,74,-106,N
4,0,71,89.1,0,74,-136,N
4,0,72,32.8,0,74,-96,N
4,0,73,54.3,0,74,-125,N
4,0,74,7.6,0,74,-97,N
4,0,75,9.8,0,74,-98,N
4,0,76,62.9,0,74,-110,N
4,0,77,97.2,0,74,-131,N
4,0,78,42.4,0,74,-173,N
4,0,79,10.4,0,74,-102,N
4,0,80,66.4,0,74,-110,N
4,0,81,48.1,0,74,-117,N
4,0,82,89.2,0,74,-174,N
4,0,83,96.7,0,74,-134,N
4,0,84,31.2,0,74,-95,N
4,0,85,39.4,0,74,-101,N
4,0,86,94.6,0,74,-109,N
4,0,87,9.0,0,74,-153,N
4,0,88,90.3,0,74,-127,N
4,0,89,31.0,0,74,-116,N
4,0,90,37.4,0,74,-132,N
4,0,91,22.6,0,74,-128,N
4,0,92,13.1,0,74,-106,N
4,0,93,45.8,0,74,-101,N
4,0,94,61.1,0,74,-121,N
4,0,95,30.0,0,74,-179,N
4,0,96,91.2,0,74,-93,N
4,0,97,11.3,0,74,-162,N
4,0,98,24.6,0,74,-159,N
4,0,99,55.0,0,74,-139,N
4,0,100,68.1,0,74,-111,N
4,0,101,58.0,0,78,41,N
4,0,102,23.3,0,78,37,N
4,0,103,47.9,0,78,33,N
4,0,104,62.5,0,78,33,N
4,0,105,24.8,0,78,34,N
4,0,106,28.1,0,78,30,N
4,0,107,13.3,0,78,38,N
4,0,108,36.7,0,78,32,N
4,0,109,20.6,0,78,42,N
4,0,110,94.9,0,78,32,N
4,0,111,18.4,0,78,40,N
4,0,112,58.5,0,78,38,N
4,0,113,92.9,0,78,38,N
4,0,114,91.7,0,78,36,N
4,0,115,33.6,0,78,32,N
4,0,116,7.4,0,78,39,N
4,0,117,52.4,0,78,38,N
4,0,118,96.1,0,78,40,N
4,0,119,54.8,0,78,35,N
4,0,120,74.8,0,78,35,N
4,0,121,5.2,0,78,42,N
4,0,122,11.4,0,78,32,N
4,0,123,57.1,0,78,31,N
4,0,124,8.8,0,78,34,N
4,0,125,41.0,0,78,35,N
4,0,126,51.8,0,78,33,N
4,0,127,30.1,0,78,37,N
4,0,128,52.5,0,78,39,N
4,0,129,27.8,0,78,33,N
4,0,130,46.9,0,78,34,N
4,0,131,45.0,0,78,36,N
4,0,132,27.2,0,78,35,N
4,0,133,63.8,0,78,36,N
4,0,134,15.2,0,78,36,N
4,0,135,3.4,0,78,37,N
4,0,136,8.7,0,78,37,N
4,0,137,35.6,0,78,40,N
4,0,138,57.0,0,78,31,N
4,0,139,17.2,0,78,33,N
4,0,140,48.8,0,78,35,N
4,0,141,33.2,0,78,35,N
4,0,142,16.2,0,78,31,N
4,0,143,71.3,0,78,38,N
4,0,144,90.4,0,78,30,N
4,0,145,71.1,0,78,41,N
4,0,146,61.3,0,78,38,N
4,0,147,16.5,0,78,33,N
4,0,148,26.7,0,78,35,N
4,0,149,67.0,0,78,37,N
4,0,150,35.3,0,78,35,N
4,0,151,45.2,0,78,36,N
4,0,152,55.0,0,78,30,N
4,0,153,26.4,0,78,37,N
4,0,154,25.5,0,78,37,N
4,0,155,98.0,0,78,35,N
4,0,156,73.8,0,78,35,N
4,0,157,83.9,0,78,37,N
4,0,158,1.6,0,78,38,N
4,0,159,52.4,0,78,39,N
4,0,160,74.9,0,78,37,N
4,0,161,51.7,0,78,29,N
4,0,162,73.2,0,78,37,N
4,0,163,42.9,0,78,38,N
4,0,164,79.3,0,78,40,N
4,0,165,23.8,0,78,32,N
4,0,166,16.8,0,78,38,N
4,0,167,62.9,0,78,32,N
4,0,168,67.0,0,78,30,N
4,0,169,87.9,0,78,32,N
4,0,170,21.4,0,78,39,N
4,0,171,98.0,0,78,32,N
4,0,172,51.6,0,78,37,N
4,0,173,93.2,0,78,35,N
4,0,174,3.6,0,78,36,N
4,0,175,41.2,0,78,40,N
4,0,176,48.0,0,78,34,N
4,0,177,24.9,0,78,37,N
4,0,178,41.8,0,78,33,N
4,0,179,39.7,0,78,32,N
4,0,180,85.3,0,78,34,N
4,0,181,35.8,0,78,36,N
4,0,182,79.2,0,78,37,N
4,0,183,23.0,0,78,35,N
4,0,184,13.5,0,78,38,N
4,0,185,83.9,0,78,36,N
4,0,186,46.6,0,78,33,N
4,0,187,63.2,0,78,32,N
4,0,188,53.7,0,78,41,N
4,0,189,27.6,0,78,35,N
4,0,190,53.6,0,78,37,N
4,0,191,16.5,0,78,-147,N
4,0,192,43.5,0,78,-102,N
4,0,193,26.0,0,78,-124,N
4,0,194,99.8,0,78,-126,N
4,0,195,96.5,0,78,-144,N
4,0,196,25.8,0,78,-97,N
4,0,197,97.6,0,78,-128,N
4,0,198,53.8,0,78,-129,N
4,0,199,29.4,0,78,-97,N
4,0,200,31.8,0,78,-163,N
4,0,201,84.5,0,74,-1922,N
4,0,202,53.0,0,78,1943,N
4,0,203,40.0,0,76,21,N
4,1,1,26.2,0,74,39,N
4,1,2,16.4,0,74,41,N
4,1,3,95.4,0,74,36,N
4,1,4,25.1,0,74,37,N
4,1,5,7.0,0,74,38,N
4,1,6,32.1,0,74,36,N
4,1,7,8.5,0,74,33,N
4,1,8,33.1,0,74,36,N
4,1,9,38.0,0,74,36,N
4,1,10,7.7,0,74,36,N
4,1,11,38.0,0,74,36,N
4,1,12,75.0,0,74,38,N
4,1,13,54.9,0,74,39,N
4,1,14,41.8,0,74,39,N
4,1,15,43.8,0,74,46,N
4,1,16,75.7,0,74,38,N
4,1,17,23.4,0,74,33,N
4,1,18,58.9,0,74,38,N
4,1,19,49.9,0,74,36,N
4,1,20,5.5,0,74,40,N
4,1,21,3.7,0,74,35,N
4,1,22,47.4,0,74,33,N
4,1,23,7.9,0,74,40,N
4,1,24,21.7,0,74,39,N
4,1,25,23.7,0,74,36,N
4,1,26,16.0,0,74,40,N
4,1,27,90.9,0,74,38,N
4,1,28,52.9,0,74,35,N
4,1,29,7.8,0,74,39,N
4,1,30,20.0,0,74,33,N
4,1,31,69.8,0,74,44,N
4,1,32,78.8,0,74,35,N
4,1,33,11.8,0,74,36,N
4,1,34,6.1,0,74,39,N
4,1,35,20.9,0,74,38,N
4,1,36,53.4,0,74,39,N
